date,FTSE 100,AstraZeneca PLC,HSBC Holdings PLC,Linde PLC,Shell PLC,Unilever PLC
2020-03-24,50.32,45.33,41.03,48.25,51.9,41.75
2020-03-25,51.35,76.49,49.53,60.6,40.42,45.4
2020-03-26,46.57,46.39,60.31,56.15,54.26,71.5
2020-03-27,49.85,65.15,45.69,65.09,71.97,69.97
2020-03-28,73.64,69.96,41.13,72.06,53.0,51.73
2020-03-29,53.28,43.83,49.46,47.24,45.35,58.44
2020-03-30,64.07,41.87,76.72,76.29,53.28,47.89
2020-03-31,59.71,45.19,77.79,43.17,46.11,57.65
2020-04-01,75.22,40.76,53.43,48.56,79.27,43.47
2020-04-02,78.19,59.92,67.19,67.06,48.92,63.11
2020-04-03,74.06,77.61,77.26,46.4,75.76,53.77
2020-04-04,62.48,58.27,49.08,74.45,46.51,55.58
2020-04-05,47.71,51.73,79.5,55.02,53.18,45.26
2020-04-06,67.7,58.89,71.23,49.21,40.93,52.21
2020-04-07,46.98,63.85,77.78,69.77,56.61,65.89
2020-04-08,78.52,76.38,58.51,65.07,54.02,71.08
2020-04-09,63.32,46.8,50.38,49.76,48.21,62.41
2020-04-10,54.79,62.9,71.13,67.18,42.39,74.17
2020-04-11,79.36,54.74,77.38,75.26,49.13,41.22
2020-04-12,53.89,69.14,47.76,47.66,49.91,78.31
2020-04-13,53.39,76.98,70.14,50.32,42.03,45.86
2020-04-14,67.23,65.76,48.08,66.12,43.06,75.23
2020-04-15,70.54,61.7,70.18,43.0,72.03,77.71
2020-04-16,65.11,42.22,76.75,62.71,53.95,72.63
2020-04-17,47.48,78.56,73.01,41.37,78.12,52.6
2020-04-18,58.83,40.6,77.59,40.63,47.06,61.49
2020-04-19,52.68,59.54,63.54,54.97,60.22,62.51
2020-04-20,49.18,42.14,59.07,47.66,53.01,69.19
2020-04-21,70.56,64.66,49.33,63.93,47.73,49.77
2020-04-22,72.63,69.29,76.22,57.64,53.74,46.88
2020-04-23,51.04,78.21,76.37,48.09,56.91,66.65
2020-04-24,55.67,74.69,72.31,66.75,55.29,49.03
2020-04-25,60.28,78.94,45.97,40.52,71.63,49.15
2020-04-26,53.03,63.2,55.32,63.85,70.47,68.03
2020-04-27,79.22,61.31,69.08,59.4,67.4,63.19
2020-04-28,65.47,59.06,76.04,60.31,50.28,54.2
2020-04-29,64.84,50.93,46.82,57.35,79.13,63.65
2020-04-30,74.43,79.47,49.51,61.37,61.26,77.39
2020-05-01,52.86,71.28,53.02,44.88,70.85,69.5
2020-05-02,65.5,46.73,56.58,50.98,77.04,79.98
2020-05-03,42.8,77.68,48.21,63.6,40.74,66.54
2020-05-04,52.13,51.21,60.25,49.13,73.56,40.44
2020-05-05,41.28,43.49,60.42,43.14,75.34,75.7
2020-05-06,62.35,79.77,63.71,76.84,51.98,45.18
2020-05-07,63.29,45.3,71.56,56.71,48.14,43.62
2020-05-08,78.63,63.93,57.91,46.44,48.25,53.54
2020-05-09,41.98,49.98,72.0,58.05,61.2,51.43
2020-05-10,50.08,50.21,51.14,47.28,63.73,54.7
2020-05-11,73.92,57.92,48.67,76.34,63.85,61.11
2020-05-12,58.71,61.51,74.23,54.74,65.65,60.61
2020-05-13,62.66,69.59,58.65,78.46,41.68,49.63
2020-05-14,76.17,75.63,66.94,56.09,75.29,50.36
2020-05-15,52.87,41.23,42.5,69.33,52.19,62.17
2020-05-16,55.6,43.53,49.28,73.23,46.91,77.67
2020-05-17,67.62,66.56,41.72,48.69,43.13,44.02
2020-05-18,61.29,58.08,77.89,61.88,46.43,61.22
2020-05-19,50.42,67.99,69.81,66.04,41.94,77.17
2020-05-20,74.25,75.24,60.32,66.78,78.59,44.0
2020-05-21,53.61,68.54,48.36,49.62,64.99,41.98
2020-05-22,44.99,40.59,65.14,57.52,57.73,48.12
2020-05-23,60.78,49.98,49.4,74.43,63.15,62.73
2020-05-24,54.84,47.78,72.95,76.1,75.77,65.95
2020-05-25,76.23,78.07,68.5,42.47,54.67,54.47
2020-05-26,67.45,41.8,47.57,43.58,76.76,40.13
2020-05-27,65.53,58.48,51.94,65.62,55.86,55.33
2020-05-28,72.55,53.0,75.7,67.94,56.15,46.97
2020-05-29,52.19,59.45,70.99,70.33,74.82,78.12
2020-05-30,51.07,52.71,69.55,63.68,78.5,71.92
2020-05-31,40.86,41.66,60.86,45.18,62.64,70.06
2020-06-01,50.95,46.02,58.52,72.95,65.57,78.14
2020-06-02,55.1,45.06,75.45,75.79,52.44,71.58
2020-06-03,54.06,55.08,57.97,56.58,72.75,62.42
2020-06-04,76.54,43.0,56.5,75.15,51.65,64.83
2020-06-05,53.54,71.46,42.86,72.05,73.71,65.47
2020-06-06,47.0,46.32,72.62,64.38,78.96,56.16
2020-06-07,76.49,64.31,77.06,48.23,61.04,74.27
2020-06-08,42.22,48.77,74.17,54.93,78.45,79.24
2020-06-09,43.62,59.91,62.21,77.18,57.28,70.7
2020-06-10,49.68,43.13,43.99,50.06,62.65,53.01
2020-06-11,65.27,58.56,60.32,56.56,75.5,46.78
2020-06-12,63.08,75.2,71.02,72.19,41.42,40.51
2020-06-13,40.41,61.49,42.82,41.16,42.88,54.68
2020-06-14,55.44,61.41,61.13,55.25,42.16,79.89
2020-06-15,50.49,65.74,40.66,72.14,62.06,64.77
2020-06-16,72.91,72.72,55.67,46.71,79.99,46.0
2020-06-17,66.32,77.6,61.01,62.88,40.24,43.85
2020-06-18,50.01,59.4,73.52,63.87,63.03,57.74
2020-06-19,61.47,53.89,62.53,41.18,51.15,49.76
2020-06-20,42.38,72.54,47.64,47.72,54.95,46.23
2020-06-21,53.55,47.33,58.51,68.54,49.75,67.38
2020-06-22,62.42,75.29,46.77,49.89,69.14,49.64
2020-06-23,70.12,76.18,50.47,47.65,57.02,45.6
2020-06-24,45.07,43.89,77.23,61.05,54.9,59.15
2020-06-25,60.47,68.3,41.87,45.2,47.81,41.02
2020-06-26,71.92,72.97,74.12,43.13,43.71,51.93
2020-06-27,73.07,44.17,61.0,44.37,67.71,46.1
2020-06-28,60.53,67.11,45.13,56.94,55.82,55.66
2020-06-29,77.76,60.9,51.14,68.27,41.21,77.91
2020-06-30,71.6,61.89,42.21,58.78,41.85,61.5
2020-07-01,55.47,66.58,76.99,48.74,69.04,64.33
2020-07-02,75.86,47.23,41.78,65.16,49.15,68.4
2020-07-03,50.99,74.93,61.07,45.72,67.31,49.47
2020-07-04,46.51,79.63,69.5,40.35,69.06,77.93
2020-07-05,63.49,73.42,45.56,78.36,51.83,70.81
2020-07-06,51.22,59.4,41.5,72.62,48.74,62.89
2020-07-07,59.95,54.92,54.39,42.55,41.54,64.41
2020-07-08,41.26,74.67,47.11,60.71,55.42,63.99
2020-07-09,79.28,51.72,79.97,53.72,78.21,74.02
2020-07-10,41.58,53.83,78.58,73.28,58.2,76.51
2020-07-11,59.65,48.07,48.08,41.2,66.93,77.65
2020-07-12,62.81,54.23,68.39,53.52,63.4,79.25
2020-07-13,59.9,51.75,55.79,59.66,79.68,59.12
2020-07-14,44.56,41.99,67.3,56.2,70.16,40.93
2020-07-15,47.21,41.75,47.43,58.99,52.94,52.56
2020-07-16,72.35,61.63,61.33,66.93,73.53,64.22
2020-07-17,77.02,46.11,58.92,75.68,59.94,44.62
2020-07-18,63.29,46.73,43.71,64.21,46.88,40.63
2020-07-19,66.45,71.81,68.22,55.85,50.03,41.73
2020-07-20,55.34,76.29,51.97,44.11,77.63,46.17
2020-07-21,60.76,54.26,61.55,79.29,56.93,50.77
2020-07-22,76.64,58.25,40.9,62.13,77.45,65.16
2020-07-23,79.74,42.34,50.61,48.53,41.84,42.38
2020-07-24,43.58,40.13,47.05,56.7,77.57,62.98
2020-07-25,73.83,45.77,45.12,51.52,78.92,50.8
2020-07-26,72.87,65.19,76.26,41.67,42.22,60.82
2020-07-27,77.11,59.43,67.87,52.0,65.57,67.98
2020-07-28,75.96,46.32,76.69,73.17,56.29,50.36
2020-07-29,58.0,60.89,72.8,48.97,66.16,73.03
2020-07-30,46.3,40.29,40.4,44.01,67.82,48.78
2020-07-31,77.78,68.21,56.78,49.56,51.07,44.4
2020-08-01,78.37,71.07,48.41,77.56,49.51,66.16
2020-08-02,59.77,72.31,41.61,66.54,48.2,46.71
2020-08-03,72.46,73.74,78.52,52.89,56.18,57.36
2020-08-04,71.35,66.49,52.75,75.44,64.92,47.73
2020-08-05,72.07,62.91,51.18,61.44,44.78,57.83
2020-08-06,65.98,62.07,45.31,56.11,63.4,41.65
2020-08-07,66.73,52.2,48.65,68.86,40.89,74.84
2020-08-08,48.03,62.21,59.78,63.34,55.89,49.85
2020-08-09,64.1,68.45,45.58,46.33,41.37,73.82
2020-08-10,55.93,41.38,72.33,59.23,64.16,79.85
2020-08-11,44.14,59.21,40.06,77.02,43.35,71.7
2020-08-12,75.47,43.7,46.13,62.93,78.99,68.97
2020-08-13,73.33,66.84,44.15,64.32,46.41,72.91
2020-08-14,54.96,77.9,45.37,67.89,77.62,49.28
2020-08-15,66.54,46.66,53.01,73.84,61.46,75.85
2020-08-16,68.32,76.15,64.69,70.51,77.22,72.46
2020-08-17,68.85,63.94,63.61,69.04,76.3,42.06
2020-08-18,44.28,55.75,67.71,54.86,77.73,40.62
2020-08-19,56.69,79.8,52.47,44.26,50.06,60.06
2020-08-20,61.3,56.63,64.59,58.93,78.19,62.34
2020-08-21,42.1,64.86,63.31,48.4,50.93,58.16
2020-08-22,65.09,49.94,53.71,51.23,65.84,66.05
2020-08-23,61.08,76.55,49.31,64.63,52.42,64.51
2020-08-24,61.42,53.58,49.77,44.13,44.8,68.07
2020-08-25,76.21,60.35,49.76,46.09,60.11,73.78
2020-08-26,70.68,67.32,42.68,71.6,70.88,63.09
2020-08-27,54.08,66.87,77.35,77.14,44.75,75.29
2020-08-28,43.76,40.24,68.9,50.88,41.48,66.27
2020-08-29,44.36,75.57,72.2,65.88,76.75,73.33
2020-08-30,79.78,75.85,57.69,64.7,65.31,49.96
2020-08-31,73.62,44.36,54.27,41.42,76.26,74.67
2020-09-01,56.75,77.64,58.27,59.23,44.11,42.07
2020-09-02,62.56,72.87,70.19,71.82,54.31,68.14
2020-09-03,50.55,49.86,45.73,70.86,59.42,58.37
2020-09-04,52.17,79.48,73.94,79.4,78.13,62.74
2020-09-05,65.96,56.16,56.71,55.43,70.68,79.14
2020-09-06,43.99,42.97,42.88,41.04,77.25,42.23
2020-09-07,68.71,57.21,48.13,59.96,50.82,65.04
2020-09-08,62.57,64.21,40.75,49.21,78.28,71.51
2020-09-09,55.21,59.1,73.41,41.33,78.6,45.6
2020-09-10,49.32,55.57,77.58,76.63,66.55,61.03
2020-09-11,77.85,59.67,75.17,73.64,73.8,56.65
2020-09-12,59.57,53.44,75.91,52.84,49.28,41.79
2020-09-13,76.32,40.75,49.8,62.52,52.87,68.96
2020-09-14,79.01,56.43,78.08,62.61,44.71,76.62
2020-09-15,47.48,67.12,59.25,52.37,59.77,63.92
2020-09-16,52.78,76.81,47.22,64.33,75.26,67.83
2020-09-17,61.31,65.67,53.4,47.5,71.49,68.96
2020-09-18,46.04,51.41,62.08,50.87,58.15,49.56
2020-09-19,74.94,75.46,62.76,40.58,58.69,56.19
2020-09-20,63.68,43.34,64.01,69.34,72.37,44.16
2020-09-21,77.44,53.67,79.21,57.34,48.24,78.68
2020-09-22,52.16,70.24,67.57,57.76,64.48,52.64
2020-09-23,63.83,50.42,42.63,43.65,40.52,41.37
2020-09-24,51.94,78.84,48.67,40.88,55.63,62.49
2020-09-25,43.36,41.13,66.37,70.11,41.41,46.78
2020-09-26,65.33,74.3,42.92,61.65,42.06,46.98
2020-09-27,66.29,60.01,42.96,61.23,44.73,49.11
2020-09-28,70.65,47.17,44.34,74.61,70.08,58.12
2020-09-29,75.33,55.38,51.26,74.12,42.94,73.18
2020-09-30,69.8,76.61,72.83,40.47,52.94,58.99
2020-10-01,53.13,74.07,50.7,51.7,62.12,54.25
2020-10-02,59.08,79.87,49.96,41.43,63.1,55.66
2020-10-03,70.76,61.62,44.44,42.9,56.23,78.69
2020-10-04,73.57,74.91,42.44,44.7,63.52,70.44
2020-10-05,71.18,58.38,46.17,68.25,61.63,77.54
2020-10-06,76.04,66.66,58.26,56.23,48.32,45.98
2020-10-07,40.85,70.3,76.53,41.29,74.88,77.02
2020-10-08,68.29,60.63,49.96,41.76,45.58,64.5
2020-10-09,75.01,74.17,72.21,71.89,40.51,52.07
2020-10-10,46.45,76.54,66.63,44.15,41.52,75.68
2020-10-11,79.29,77.08,42.83,60.15,44.05,76.49
2020-10-12,49.74,49.39,64.01,63.25,46.65,77.7
2020-10-13,65.41,57.75,45.4,43.98,60.1,77.13
2020-10-14,47.95,44.79,43.87,66.46,67.12,71.83
2020-10-15,53.34,44.43,69.18,66.48,75.01,58.16
2020-10-16,75.63,70.53,64.38,51.03,67.13,63.04
2020-10-17,56.56,72.35,56.92,60.06,64.95,79.34
2020-10-18,52.73,78.13,46.37,57.23,71.55,44.47
2020-10-19,74.48,75.9,66.63,57.14,58.89,52.74
2020-10-20,79.78,73.23,60.82,68.56,53.85,62.38
2020-10-21,68.76,55.46,71.37,41.61,43.7,74.54
2020-10-22,62.38,46.06,72.33,44.28,63.21,42.54
2020-10-23,54.33,49.27,59.05,50.85,68.44,65.2
2020-10-24,71.28,58.06,41.46,44.49,54.86,46.21
2020-10-25,58.25,65.41,61.55,41.57,48.78,67.66
2020-10-26,47.62,64.45,76.94,69.86,71.38,41.51
2020-10-27,74.95,52.47,77.44,52.36,57.29,41.61
2020-10-28,57.88,60.76,68.92,58.81,57.81,75.39
2020-10-29,62.0,58.37,42.42,76.19,71.49,53.28
2020-10-30,41.57,40.01,49.53,57.1,49.25,55.19
2020-10-31,64.3,46.18,60.45,45.46,47.02,57.97
2020-11-01,45.99,46.42,70.43,61.96,56.87,63.59
2020-11-02,40.72,65.4,60.51,62.89,46.4,60.33
2020-11-03,51.44,60.6,64.48,51.61,66.67,78.29
2020-11-04,77.12,64.7,51.81,54.72,42.75,56.54
2020-11-05,40.66,61.38,78.86,69.58,65.53,62.53
2020-11-06,77.06,60.75,48.23,75.73,61.07,60.53
2020-11-07,41.55,58.77,44.53,70.32,50.04,56.86
2020-11-08,61.65,74.2,66.32,69.41,67.2,72.82
2020-11-09,62.63,70.91,79.77,79.2,68.18,49.43
2020-11-10,72.7,59.54,69.33,57.7,57.13,48.6
2020-11-11,77.62,74.31,53.48,50.56,67.1,79.68
2020-11-12,79.58,60.34,49.64,76.85,71.52,44.38
2020-11-13,74.91,65.87,45.64,43.76,40.09,63.41
2020-11-14,44.71,65.75,42.87,61.88,70.07,40.58
2020-11-15,63.68,79.58,56.2,57.36,72.43,54.65
2020-11-16,67.69,67.47,74.32,52.95,72.02,62.78
2020-11-17,66.4,46.62,77.09,71.1,78.19,61.98
2020-11-18,42.7,42.36,53.72,59.71,65.46,68.87
2020-11-19,67.62,66.07,72.27,43.94,67.24,54.8
2020-11-20,54.95,63.27,61.96,48.0,57.83,61.07
2020-11-21,51.63,47.14,70.5,41.24,42.21,58.18
2020-11-22,68.5,56.54,40.56,62.75,61.58,69.72
2020-11-23,73.04,46.11,48.44,43.48,60.46,78.77
2020-11-24,78.46,50.22,42.13,65.92,41.95,62.69
2020-11-25,46.21,59.08,76.65,41.48,53.44,52.65
2020-11-26,60.94,57.99,46.02,49.72,67.44,56.35
2020-11-27,53.51,75.32,78.6,70.4,46.71,68.3
2020-11-28,47.24,47.14,69.8,45.31,54.21,68.78
2020-11-29,40.28,77.46,41.62,70.89,60.53,66.1
2020-11-30,51.86,77.7,68.09,44.37,60.87,41.07
2020-12-01,50.45,41.02,40.71,68.82,66.7,51.65
2020-12-02,68.06,50.87,59.9,76.76,74.03,70.02
2020-12-03,73.01,79.38,77.82,75.09,76.18,73.76
2020-12-04,79.64,67.88,42.48,77.13,64.61,68.54
2020-12-05,56.54,42.55,49.51,51.36,77.25,51.41
2020-12-06,77.13,53.5,63.01,72.41,58.55,77.16
2020-12-07,60.33,77.59,44.65,79.47,50.31,79.94
2020-12-08,67.13,55.32,71.65,55.05,63.51,48.58
2020-12-09,71.13,48.64,79.67,57.88,61.06,56.03
2020-12-10,70.69,42.47,76.99,59.4,71.95,59.12
2020-12-11,75.52,64.13,70.11,67.06,49.46,59.88
2020-12-12,55.69,51.43,50.01,63.07,78.2,68.61
2020-12-13,41.89,47.66,46.0,46.3,45.19,62.48
2020-12-14,57.77,48.7,75.51,58.08,43.45,44.74
2020-12-15,76.42,52.72,43.72,67.42,67.2,61.28
2020-12-16,62.14,69.4,49.51,74.05,46.51,56.74
2020-12-17,68.03,60.44,76.01,73.41,56.63,78.3
2020-12-18,77.5,69.11,46.47,77.1,75.41,72.5
2020-12-19,58.26,71.5,51.64,49.49,52.43,73.74
2020-12-20,78.19,75.72,79.26,45.41,43.56,77.31
2020-12-21,67.83,44.77,49.76,52.0,79.04,74.72
2020-12-22,76.26,48.6,70.13,46.65,50.69,79.69
2020-12-23,56.44,40.66,54.56,44.86,77.48,75.14
2020-12-24,47.7,63.15,42.9,71.84,64.78,76.86
2020-12-25,63.96,53.11,74.17,77.35,72.47,65.86
2020-12-26,60.57,49.36,64.69,75.82,41.43,43.21
2020-12-27,64.72,74.64,67.68,76.4,46.73,70.03
2020-12-28,40.37,57.96,75.32,73.84,55.84,64.86
2020-12-29,75.6,43.58,53.78,52.6,53.37,55.52
2020-12-30,73.84,73.41,45.55,49.51,53.75,76.7
2020-12-31,72.57,71.62,67.2,75.95,43.16,53.52
2021-01-01,41.01,48.43,66.34,75.29,59.09,48.89
2021-01-02,62.13,48.56,65.74,44.33,77.78,49.95
2021-01-03,52.42,72.56,60.47,71.66,60.88,63.12
2021-01-04,60.2,57.77,76.7,66.41,59.29,76.57
2021-01-05,44.89,66.25,56.69,74.03,46.66,64.43
2021-01-06,62.5,68.95,66.92,74.35,69.95,57.67
2021-01-07,65.43,70.5,75.63,75.91,40.32,69.33
2021-01-08,43.67,51.74,48.38,53.18,61.18,56.66
2021-01-09,70.02,48.63,41.34,62.51,75.5,76.69
2021-01-10,74.51,40.33,75.16,78.2,65.38,79.51
2021-01-11,55.64,72.05,61.63,74.26,66.5,57.37
2021-01-12,53.56,60.14,74.81,61.19,50.24,62.27
2021-01-13,47.86,72.89,64.93,77.39,63.07,44.24
2021-01-14,64.16,72.62,48.27,76.9,67.26,45.39
2021-01-15,69.27,41.39,69.51,62.92,56.16,70.1
2021-01-16,76.71,66.1,54.66,53.28,73.9,71.52
2021-01-17,74.97,68.47,75.67,43.77,59.92,65.0
2021-01-18,54.45,58.72,69.58,54.53,59.44,79.74
2021-01-19,56.56,48.97,65.98,71.03,42.99,51.41
2021-01-20,49.82,66.16,72.49,71.17,48.65,57.9
2021-01-21,61.62,64.91,57.35,52.14,57.07,48.3
2021-01-22,65.76,79.57,43.76,63.54,67.02,48.74
2021-01-23,48.4,61.95,56.73,57.23,63.27,45.77
2021-01-24,68.82,69.68,64.51,62.73,71.29,67.79
2021-01-25,64.2,61.3,78.83,61.05,73.84,46.18
2021-01-26,53.72,68.45,47.27,47.24,67.06,69.28
2021-01-27,50.38,40.16,63.67,75.93,61.81,74.53
2021-01-28,43.86,41.39,68.46,74.62,41.23,50.07
2021-01-29,46.93,52.05,52.1,77.26,64.02,48.96
2021-01-30,75.29,71.44,77.94,44.41,57.01,72.36
2021-01-31,77.05,43.89,58.76,57.67,44.66,70.41
2021-02-01,42.35,70.53,62.44,64.07,44.81,63.55
2021-02-02,76.68,58.67,40.44,58.89,63.07,67.51
2021-02-03,75.42,44.39,57.04,43.81,75.01,43.92
2021-02-04,44.18,62.58,55.34,77.08,46.37,77.57
2021-02-05,43.08,41.76,71.67,43.72,77.55,72.73
2021-02-06,78.13,40.95,40.9,78.96,67.29,70.49
2021-02-07,51.68,70.86,70.11,70.59,52.56,52.79
2021-02-08,71.95,56.38,62.53,50.66,60.8,77.9
2021-02-09,56.27,53.72,53.03,57.37,72.81,79.34
2021-02-10,62.0,64.91,78.77,54.66,40.6,76.77
2021-02-11,54.89,68.84,57.5,55.79,71.49,57.91
2021-02-12,76.72,44.57,66.75,64.75,65.56,69.93
2021-02-13,46.29,42.48,43.96,79.3,51.79,69.17
2021-02-14,49.22,55.24,46.91,44.85,60.7,62.68
2021-02-15,59.23,79.37,62.44,49.03,54.01,48.17
2021-02-16,72.26,60.4,46.28,53.07,44.0,59.12
2021-02-17,40.54,56.24,63.65,55.45,73.58,41.73
2021-02-18,41.39,77.64,49.76,44.64,44.4,70.09
2021-02-19,76.81,69.53,60.09,47.87,74.47,68.09
2021-02-20,58.88,43.62,56.83,71.68,60.07,45.93
2021-02-21,59.99,76.07,67.96,62.14,70.93,71.68
2021-02-22,67.7,56.12,69.11,70.06,41.16,51.73
2021-02-23,65.92,70.69,46.87,76.2,77.59,50.78
2021-02-24,45.97,43.79,57.23,48.64,73.73,59.02
2021-02-25,74.54,78.7,49.78,44.56,58.33,66.35
2021-02-26,56.21,78.62,65.29,79.9,74.32,76.91
2021-02-27,46.36,64.09,59.26,64.47,54.53,69.08
2021-02-28,47.94,52.13,41.33,53.56,41.72,76.87
2021-03-01,49.89,70.38,45.77,52.4,40.52,42.62
2021-03-02,70.14,65.68,42.86,55.1,67.74,56.58
2021-03-03,50.42,78.62,79.24,54.8,41.98,65.77
2021-03-04,78.35,50.7,47.79,62.24,43.99,49.22
2021-03-05,59.41,73.33,73.12,48.01,48.72,45.02
2021-03-06,72.47,71.45,51.77,73.3,48.94,52.54
2021-03-07,40.98,54.89,43.02,78.69,57.42,67.96
2021-03-08,46.91,79.19,47.69,62.4,60.44,54.58
2021-03-09,70.64,41.97,72.48,68.03,78.19,47.54
2021-03-10,79.13,72.83,45.71,77.32,51.0,71.39
2021-03-11,43.1,48.49,50.25,52.0,66.27,57.63
2021-03-12,67.51,74.37,46.02,58.18,40.7,64.91
2021-03-13,43.2,64.96,65.12,51.09,47.72,73.56
2021-03-14,43.36,49.54,70.67,50.44,63.65,65.29
2021-03-15,77.4,40.56,69.22,50.55,50.19,44.51
2021-03-16,45.08,62.47,78.38,76.93,56.66,43.64
2021-03-17,40.72,53.3,68.1,72.76,48.19,62.43
2021-03-18,61.28,42.75,66.62,48.73,78.41,42.55
2021-03-19,47.66,52.15,72.41,73.99,71.07,67.37
2021-03-20,45.23,47.94,49.9,66.1,57.45,76.74
2021-03-21,45.67,76.68,64.2,40.44,48.98,55.35
2021-03-22,45.63,53.68,70.09,79.26,77.7,61.85
2021-03-23,73.5,46.15,74.14,58.84,45.57,53.09
2021-03-24,46.51,43.95,68.05,76.88,63.95,55.25
2021-03-25,58.31,61.45,65.34,61.53,72.19,44.66
2021-03-26,60.06,54.93,72.5,65.23,68.83,65.44
2021-03-27,73.58,44.24,60.78,66.55,52.84,49.56
2021-03-28,59.49,72.31,47.09,45.44,45.8,44.86
2021-03-29,69.15,68.18,76.94,79.03,64.67,63.42
2021-03-30,40.64,57.62,52.33,69.64,41.43,49.59
2021-03-31,41.12,66.41,67.35,67.25,44.92,50.42
2021-04-01,66.94,59.66,54.79,76.28,49.01,55.21
2021-04-02,65.9,73.21,40.32,48.39,46.9,55.93
2021-04-03,51.57,78.79,55.24,72.62,42.35,67.82
2021-04-04,68.1,49.73,58.75,40.93,64.95,59.71
2021-04-05,55.97,79.36,72.91,40.49,65.68,59.62
2021-04-06,42.92,77.97,51.2,72.13,56.31,58.93
2021-04-07,54.97,72.74,68.17,63.57,53.57,64.7
2021-04-08,65.6,78.88,74.08,44.47,65.37,50.65
2021-04-09,57.52,79.31,61.51,46.2,74.25,73.8
2021-04-10,67.76,77.8,78.29,58.84,66.46,72.02
2021-04-11,78.11,64.98,61.83,74.23,42.75,48.87
2021-04-12,49.56,64.1,46.32,73.62,48.97,78.45
2021-04-13,50.43,51.58,49.92,40.49,66.36,43.84
2021-04-14,75.07,63.91,73.17,59.3,66.39,65.8
2021-04-15,56.32,60.87,49.05,64.22,44.72,62.05
2021-04-16,43.86,78.12,72.74,61.79,43.84,75.13
2021-04-17,67.11,51.46,65.55,60.94,59.72,61.72
2021-04-18,79.65,56.08,63.04,77.49,74.89,57.46
2021-04-19,75.05,78.79,52.98,57.51,79.55,78.99
2021-04-20,47.67,59.33,78.96,51.05,40.95,70.65
2021-04-21,62.29,55.3,71.1,68.89,62.79,45.81
2021-04-22,74.89,47.36,49.0,74.79,53.73,63.27
2021-04-23,53.6,73.75,47.64,42.54,68.75,46.62
2021-04-24,58.4,61.21,59.43,78.0,47.52,50.95
2021-04-25,70.48,69.53,48.33,67.13,43.08,63.38
2021-04-26,73.25,46.28,64.31,47.16,70.94,56.16
2021-04-27,48.31,60.39,71.56,67.23,52.62,65.72
2021-04-28,67.1,70.83,46.77,69.08,75.0,58.04
2021-04-29,52.06,69.91,76.51,51.78,55.7,53.59
2021-04-30,73.74,52.04,73.22,77.04,43.45,58.3
2021-05-01,50.46,46.65,55.09,58.5,77.96,52.7
2021-05-02,64.88,60.27,48.21,66.87,53.87,79.4
2021-05-03,47.84,58.91,78.81,60.93,73.45,57.97
2021-05-04,50.64,46.43,50.66,59.01,72.79,63.86
2021-05-05,78.32,59.48,55.62,75.07,78.79,62.96
2021-05-06,49.57,73.97,66.34,69.4,74.69,51.29
2021-05-07,61.13,47.31,41.47,66.8,70.78,53.66
2021-05-08,59.72,69.52,55.93,44.73,57.9,42.27
2021-05-09,72.96,47.24,73.06,52.95,78.9,54.49
2021-05-10,63.2,64.31,43.34,65.75,60.17,74.15
2021-05-11,72.04,43.43,65.84,78.43,48.35,75.91
2021-05-12,79.58,67.58,45.22,59.69,67.44,48.13
2021-05-13,64.26,57.03,53.84,43.89,65.31,53.25
2021-05-14,43.74,44.28,57.81,52.16,50.98,57.7
2021-05-15,62.08,77.35,71.58,68.64,77.22,62.46
2021-05-16,61.79,61.66,56.43,72.53,60.12,67.56
2021-05-17,46.23,50.58,79.18,64.32,44.2,75.76
2021-05-18,69.9,64.94,45.42,68.3,70.04,51.62
2021-05-19,72.29,73.55,48.57,65.83,76.21,63.02
2021-05-20,74.83,77.63,64.82,67.8,51.03,52.19
2021-05-21,68.66,58.81,62.43,62.06,60.64,55.82
2021-05-22,60.19,46.78,53.5,47.47,71.35,72.7
2021-05-23,52.84,75.93,48.28,46.56,53.0,73.97
2021-05-24,71.27,47.62,71.54,64.02,78.37,52.71
2021-05-25,49.21,58.06,46.77,51.81,50.73,45.88
2021-05-26,50.56,42.12,42.36,73.23,44.15,64.12
2021-05-27,58.89,79.82,43.48,55.93,77.43,49.59
2021-05-28,67.2,58.07,40.42,45.89,41.45,79.16
2021-05-29,75.88,40.49,55.7,76.63,60.59,42.42
2021-05-30,75.99,46.59,41.33,77.53,74.83,68.27
2021-05-31,42.93,57.76,50.56,40.58,44.28,42.02
2021-06-01,73.26,45.57,53.68,52.58,45.85,57.15
2021-06-02,74.75,53.66,54.32,48.15,57.93,56.48
2021-06-03,57.9,50.21,64.88,48.75,77.46,49.16
2021-06-04,51.12,44.4,48.99,77.15,77.82,49.01
2021-06-05,60.5,77.81,56.61,64.22,73.48,60.7
2021-06-06,50.63,67.03,76.68,73.41,59.14,77.19
2021-06-07,71.14,67.51,76.83,42.98,64.2,55.48
2021-06-08,78.59,59.27,51.41,71.97,65.21,68.5
2021-06-09,45.31,51.51,47.36,69.19,51.65,48.99
2021-06-10,57.34,68.7,45.46,74.42,78.21,58.82
2021-06-11,59.52,58.9,64.4,58.29,47.91,72.7
2021-06-12,46.58,56.32,54.99,56.86,54.42,65.76
2021-06-13,42.91,40.59,46.58,75.95,52.56,70.13
2021-06-14,48.3,55.29,45.08,79.22,65.93,79.19
2021-06-15,67.17,43.11,63.27,52.78,55.45,74.18
