QueryDate,URL,MobileURL,Date,Title,Content-type: text/html; charset=utf-8
2019-10-07,https://af.reuters.com/article/energyOilNews/idAFL3N26S1SY,https://mobile.reuters.com/article/amp/af/idAFL3N26S1SY,2019-10-07 10:30:00,Maintenance at Australia North West Shelf LNG plant still underway - Energy & Oil,
2019-10-08,https://finance.yahoo.com/news/shells-fid-pierce-field-brings-143802446.html,https://finance.yahoo.com/amphtml/news/shells-fid-pierce-field-brings-143802446.html,2019-10-08 15:45:00,Shell FID on Pierce Field Brings North Sea Back Into Focus,
2019-10-09,https://www.msn.com/en-us/money/topstocks/shells-fid-on-pierce-field-brings-north-sea-back-into-focus/ar-AAIswlp,,2019-10-09 00:30:00,Shell FID on Pierce Field Brings North Sea Back Into Focus,
2019-10-10,https://finance.yahoo.com/news/totals-solar-plant-japan-capacity-150303331.html,https://finance.yahoo.com/amphtml/news/totals-solar-plant-japan-capacity-150303331.html,2019-10-10 05:30:00,TOTAL New Solar Plant in Japan to Take Capacity to 100 MW,
2019-10-11,https://uk.finance.yahoo.com/news/shell-consortium-petronas-win-oil-131931380.html,https://uk.finance.yahoo.com/amphtml/news/shell-consortium-petronas-win-oil-131931380.html,2019-10-11 01:15:00,"Shell consortium , Petronas win oil blocks off Brazilian coast",
2019-10-14,https://punchng.com/fg-iocs-begin-talks-on-62bn-dispute/,https://punchng.com/fg-iocs-begin-talks-on-62bn-dispute/amp/,2019-10-14 02:45:00,"FG , IOCs begin talks on $62bn dispute",
2019-10-15,https://www.bloomberg.com/news/articles/2019-10-15/seplat-to-buy-eland-as-it-pursues-no-1-spot-among-nigeria-e-ps,https://www.bloomberg.com/amp/news/articles/2019-10-15/seplat-to-buy-eland-as-it-pursues-no-1-spot-among-nigeria-e-ps,2019-10-15 09:00:00,Seplat to Buy Eland as It Pursues No . 1 Spot Among Nigeria E ,
2019-10-16,https://www.nasdaq.com/articles/uk-stocks-factors-to-watch-on-oct-16-2019-10-16,https://www.nasdaq.com/articles/uk-stocks-factors-to-watch-on-oct-16-2019-10-16?amp,2019-10-16 06:00:00,UK Stocks - Factors to watch on Oct 16,
2019-10-17,https://www.openpr.com/news/1850985/modified-methylene-diphenyl-diisocyanate-market-size-share,,2019-10-17 02:45:00,"Modified Methylene Diphenyl Diisocyanate Market Size , Share , ",
2019-10-18,https://www.thechronicleherald.ca/business/regional-business/steel-plants-fear-being-shut-out-of-big-lng-projects-after-ottawas-bizarre-tariff-exemption-on-china-steel-365109/,,2019-10-18 00:45:00,Steel plants fear being shut out of big LNG projects after Ottawa  bizarre  tariff exemption on China steel | Regional - Business | Business,
2019-10-21,https://www.rigzone.com/news/wire/shell_quits_two_kazakh_oil_projects-21-oct-2019-160108-article,https://www.rigzone.com/news/wire/shell_quits_two_kazakh_oil_projects-21-oct-2019-160108-article/?amp,2019-10-21 15:15:00,Shell Quits Two Kazakh Oil Projects,
2019-10-22,https://www.ttnews.com/articles/worlds-priciest-oil-auction-may-raise-50-billion-brazil,,2019-10-22 02:00:00,World Priciest Oil Auction May Raise $50 Billion in Brazil,
2019-10-23,https://www.dailypolitical.com/2019/10/22/fy2019-eps-estimates-for-royal-dutch-shell-plc-adr-reduced-by-analyst-nyserds-a.html,https://www.dailypolitical.com/2019/10/22/fy2019-eps-estimates-for-royal-dutch-shell-plc-adr-reduced-by-analyst-nyserds-a.html/amp,2019-10-23 06:45:00,FY2019 EPS Estimates for Royal Dutch Shell plc ADR Reduced by Analyst ( NYSE : RDS . A ) ,
2019-10-24,https://gcaptain.com/french-floating-wind-firm-eolfi-in-talks-with-investors-to-fund-expansion/,,2019-10-24 00:00:00,French Floating Wind Firm Eolfi in Talks With Investors to Fund Expansion – gCaptain,
2019-10-25,http://www.digitaljournal.com/pr/4485101,,2019-10-25 07:30:00,"Acetone Market Size , Share , Price Trends , Industry Scope , Growth Analysis , Key Players , Business Opportunities and Forecast 2025 - Press Release",
2019-10-28,https://www.theedgemarkets.com/article/responsible-investing-renewable-energy-offers-investors-bright-prospects,,2019-10-28 08:30:00,Responsible Investing : Renewable energy offers investors bright prospects,
2019-10-29,https://finance.yahoo.com/news/shell-rds-report-q3-earnings-154603654.html,https://finance.yahoo.com/amphtml/news/shell-rds-report-q3-earnings-154603654.html,2019-10-29 00:30:00,Shell ( RDS . A ) to Report Q3 Earnings : What in the Cards ? ,
2019-10-30,https://www.marketscreener.com/news/Former-Exxon-chief-Rex-Tillerson-to-testify-in-climate-change-fraud-trial--29480558/,https://www.marketscreener.com/amp/news/Former-Exxon-chief-Rex-Tillerson-to-testify-in-climate-change-fraud-trial--29480558/,2019-10-30 10:30:00,Former Exxon chief Rex Tillerson to testify in climate change fraud trial,
2019-10-31,https://www.investegate.co.uk/royal-dutch-shell-plc--rdsa-/gnw/royal-dutch-shell-plc-2020-interim-dividend-timetable/20191031070100H0863/,,2019-10-31 08:00:00,Investegate |Royal Dutch Shell plc Announcements | Royal Dutch Shell plc : ROYAL DUTCH SHELL PLC 2020 INTERIM DIVIDEND TIMETABLE,
2019-11-01,https://www.lse.co.uk/news/royal-dutch-shell-promotes-huibert-vigeveno-to-downstream-director-1be4ucpatcqjeyd.html,,2019-11-01 13:00:00,Royal Dutch Shell Promotes Huibert Vigeveno To Downstream Director,
2019-11-04,https://www.aljazeera.com/ajimpact/saudi-aramco-worth-government-hopes-banks-191104022121542.html,https://www.aljazeera.com/amp/ajimpact/saudi-aramco-worth-government-hopes-banks-191104022121542.html,2019-11-04 05:45:00,Saudi Aramco may be worth far less than government hopes : Banks,
2019-11-05,https://isssource.com/quake-upsets-ca-refinery-operations/,,2019-11-05 01:30:00,Quake  Upset CA Refinery Operations,
2019-11-06,https://renewablesnow.com/news/shell-to-take-over-french-floating-wind-expert-eolfi-675302/,,2019-11-06 14:15:00,Shell to take over French floating wind expert Eolfi,
2019-11-07,https://www.wsj.com/articles/lvmhs-fortunes-glisten-in-stock-market-11573122604,https://www.wsj.com/amp/articles/lvmhs-fortunes-glisten-in-stock-market-11573122604,2019-11-07 11:15:00,LVMH Fortunes Glisten in Stock Market,
2019-11-08,https://www.morningstar.co.uk/uk/news/AN_1573133003809098100/kosmos-energy-hires-oil--gas-veteran-lisa-davis-to-board.aspx,,2019-11-08 09:15:00,Kosmos Energy Hires Oil & Gas Veteran Lisa Davis To ... ,
2019-11-11,https://www.theedgemarkets.com/article/aramco-ipo-prospectus-flags-peak-oil-demand-risk-20-years,,2019-11-11 01:30:00,Aramco IPO Prospectus Flags Peak Oil Demand Risk in 20 Years,
2019-11-12,https://www.marketwatch.com/press-release/automotive-lubricants-market-trend-industry-analysis-report-forecast-by-2024-2019-11-12,,2019-11-12 06:45:00,"Automotive Lubricants Market & Trend | Industry Analysis Report , Forecast by 2024",
2019-11-13,https://www.nasdaq.com/articles/shell-restarts-cdu-at-deer-park-texas-from-maintenance-sources-2019-11-12,https://www.nasdaq.com/articles/shell-restarts-cdu-at-deer-park-texas-from-maintenance-sources-2019-11-12?amp,2019-11-13 00:00:00,"Shell restarts CDU at Deer Park , Texas , from maintenance - sources",
2019-11-14,https://www.dealstreetasia.com/stories/aramco-morgan-stanley-162514/,,2019-11-14 05:30:00,Morgan Stanley offers $1t Aramco spread post multiple scenario evaluation,
2019-11-15,https://energy.einnews.com/pr_news/502174838/transaction-in-own-shares,,2019-11-15 01:00:00,Transaction in Own Shares,
2019-11-18,https://finance.yahoo.com/news/factbox-saudi-aramco-oil-colossus-093321135.html,https://finance.yahoo.com/amphtml/news/factbox-saudi-aramco-oil-colossus-093321135.html,2019-11-18 00:45:00,Factbox : Saudi Aramco - the oil colossus,
2019-11-19,http://www.comunicati.net/comunicati/aziende/informatica/information_technology/607500.html,,2019-11-19 10:30:00,"Compressor Oil Market Growth Rate , Production Volume and Future Opportunities From 2019 - 2023",
2019-11-20,https://www.briefingwire.com/pr/global-slack-wax-market-hollyfrontier-corporation-acquires-sonneborn-us-holdings-inc,,2019-11-20 07:15:00,Global Slack Wax Market : HollyFrontier Corporation acquires Sonneborn US Holdings Inc . ,
2019-11-21,https://www.9news.com.au/world/aramco-ipo-how-saudi-oil-giant-became-biggest-company-on-earth/7e9ae125-cc76-49b9-ba39-3ee33f7b8c3f,https://amp.9news.com.au/article/7e9ae125-cc76-49b9-ba39-3ee33f7b8c3f,2019-11-21 01:45:00,Aramco IPO : How Saudi oil giant became the biggest company on Earth,
2019-11-22,https://www.thehindubusinessline.com/news/world/china-can-be-rich-and-climate-neutral-by-2050-energy-group/article30046607.ece,https://www.thehindubusinessline.com/news/world/china-can-be-rich-and-climate-neutral-by-2050-energy-group/article30046607.ece/amp/,2019-11-22 05:15:00,China can be rich and climate neutral by 2050 : Energy group - The Hindu BusinessLine,
2019-11-25,https://www.straitstimes.com/asia/east-asia/china-can-be-rich-climate-neutral-by-2050-energy-group-says,,2019-11-25 00:00:00,"China can be rich , climate neutral by 2050 , energy group says",
2019-11-26,https://www.oedigital.com/news/473273-shearwater-bags-shell-black-sea-seismic-gig,,2019-11-26 09:15:00,Shearwater Bags Shell Black Sea Seismic Gig,
2019-11-27,https://moneymorning.com/2019/11/26/the-top-dividend-stocks-to-buy-all-yield-over-4/,https://moneymorning.com/2019/11/26/the-top-dividend-stocks-to-buy-all-yield-over-4/amp/,2019-11-27 00:15:00,The Top Dividend Stocks to Buy All Yield Over 4 % ,
2019-11-28,https://finance.yahoo.com/news/blast-texas-chemical-plant-injures-153024841.html,https://finance.yahoo.com/amphtml/news/blast-texas-chemical-plant-injures-153024841.html,2019-11-28 07:45:00,Fires Burn On After Blasts Rock Chemical Plant in Texas,
2019-11-29,https://www.marketwatch.com/press-release/refinery-catalysts-market-2019-analysis-forecast-research-and-development-report-2025-market-research-engine-2019-11-28,,2019-11-29 05:30:00,Refinery Catalysts Market 2019 Analysis Forecast Research and Development Report 2025 – Market Research Engine,
2019-12-02,https://news.yahoo.com/united-states-oil-gas-downstream-143000741.html,https://news.yahoo.com/amphtml/united-states-oil-gas-downstream-143000741.html,2019-12-02 15:00:00,"United States Oil & Gas Downstream Market Outlook , 2019 - 2024 - Shifting Focus Towards the Petrochemical Industry is Translating into Investment in the U . S . Downstream Sector",
2019-12-03,https://www.prnewswire.com/news-releases/united-states-oil--gas-downstream-market-outlook-2019-2024---shifting-focus-towards-the-petrochemical-industry-is-translating-into-investment-in-the-us-downstream-sector-300966832.html,,2019-12-03 03:15:00,"United States Oil & Gas Downstream Market Outlook , 2019 - 2024 - Shifting Focus Towards the Petrochemical Industry is Translating into Investment in the U . S . Downstream Sector",
2019-12-04,https://www.marketwatch.com/press-release/biodiesel-market-is-thriving-worldwide-archer-daniels-midland-company-neste-corporation-renewable-energy-group-2019-12-04,,2019-12-04 07:45:00,"Biodiesel Market Is Thriving Worldwide | Archer Daniels Midland Company , Neste Corporation , Renewable Energy Group",
2019-12-05,https://www.investegate.co.uk/royal-dutch-shell-plc--rdsa-/gnw/royal-dutch-shell-plc-third-quarter-2019-euro-and-gbp-equivalent-dividend-payments/20191205164022H7678/,,2019-12-05 17:00:00,Investegate |Royal Dutch Shell plc Announcements | Royal Dutch Shell plc : ROYAL DUTCH SHELL PLC THIRD QUARTER 2019 EURO AND GBP EQUIVALENT DIVIDEND PAYMENTS,
2019-12-06,https://af.reuters.com/article/energyOilNews/idAFL1N28F145,https://mobile.reuters.com/article/amp/af/idAFL1N28F145,2019-12-06 00:00:00,Oil companies press Mexican president to resume suspended auctions - Energy & Oil,
2019-12-09,http://www.terradaily.com/reports/Young_people_take_to_the_streets_for_climate_Who_are_they_999.html,,2019-12-09 10:15:00,Young people take to the streets for climate : Who are they ? ,
2019-12-10,https://www.marketwatch.com/press-release/global-syngas-and-derivatives-market-2019-kbr-inc-haldor-topsoe-as-air-liquide-sa-2019-12-09,,2019-12-10 05:00:00,"Global Syngas and Derivatives Market 2019 - KBR Inc . , Haldor Topsoe A / S , Air Liquide SA",
2019-12-11,https://www.theglobeandmail.com/business/article-chevron-to-take-11-billion-charge-as-it-looks-to-sell-stage-in-lng/,,2019-12-11 01:15:00,Chevron to take $11 - billion charge as it looks to sell stake in LNG project in B . C . ,
2019-12-12,https://www.rigzone.com/news/wire/chevrons_lng_exit_adds_to_canadas_energy_struggles-11-dec-2019-160549-article,https://www.rigzone.com/news/wire/chevrons_lng_exit_adds_to_canadas_energy_struggles-11-dec-2019-160549-article/?amp,2019-12-12 01:15:00,Chevron LNG Exit Adds to Canada Energy Struggles,
2019-12-13,https://en.trend.az/business/energy/3163398.html,,2019-12-13 12:30:00,Shell replaces its $8 . 84 billion revolving credit facility,
2019-12-16,https://www.freemalaysiatoday.com/category/business/2019/12/16/exxon-and-chevron-targeted-by-climate-activist-shareholder-group/,,2019-12-16 03:15:00,Exxon and Chevron targeted by climate - activist shareholder group,
2019-12-17,http://www.comunicati.net/comunicati/arte/musica/jazz/611707.html,,2019-12-17 09:00:00,"Polyalkylene Glycol Market - Industry Analysis , Size , Share , Growth , Trends , Demand , Key Player profile and Regional Outlook by 2023",
2019-12-18,http://www.globenewswire.com/news-release/2019/12/18/1961986/0/en/Shell-introduces-option-to-receive-dividend-in-US-dollars-and-moves-to-full-electronic-settlement-of-its-dividends.html,,2019-12-18 07:45:00,Shell introduces option to receive dividend in US dollars and moves to full electronic settlement of its dividends,
2019-12-19,https://nz.finance.yahoo.com/news/shell-introduces-option-receive-dividend-070000809.html,https://nz.finance.yahoo.com/amphtml/news/shell-introduces-option-receive-dividend-070000809.html,2019-12-19 09:15:00,Shell introduces option to receive dividend in US dollars and moves to full electronic settlement of its dividends,
2019-12-20,http://www.globenewswire.com/news-release/2019/12/20/1963259/0/en/Shell-fourth-quarter-2019-update-note.html,,2019-12-20 07:45:00,Shell fourth quarter 2019 update note,
2019-12-23,http://www.comunicati.net/comunicati/arte/musica/classica/612669.html,,2019-12-23 09:15:00,"Polyalkylene Glycol Market Significant Growth , Global Analysis And Updated Key Player - 2023",
2019-12-24,https://empowerednews.net/latest-demand-of-fuel-card-market-2019-by-top-manufacturers-bp-p-l-c-comdata-engen-petroleum-ltd-exxon-mobil-corporation-fleetcor-technologie/181651071/,,2019-12-24 05:30:00,"Latest demand of Fuel Card Market 2019 by Top Manufacturers : BP P . L . C ., Comdata , ENGEN PETROLEUM LTD ., Exxon Mobil Corporation , FLEETCOR TECHNOLOGIE",
2019-12-25,https://www.marketwatch.com/press-release/polyalkylene-glycol-market-and-its-future-outlook-and-trend-during-the-period-of-2019---2025market-research-engine-2019-12-25,,2019-12-25 06:45:00,Polyalkylene Glycol Market and its Future Outlook and Trend During the Period of 2019 - 2025|Market Research Engine,
2019-12-26,https://www.insidermonkey.com/blog/taiwan-semiconductor-mfg-co-ltd-tsm-vs-top-20-hedge-fund-stocks-in-2019-814240/,,2019-12-26 05:00:00,Taiwan Semiconductor Mfg . Co . Ltd . ( TSM ) vs . Top 20 Hedge Fund Stocks in 2019,
2019-12-27,https://www.lse.co.uk/news/RDSA/eni-shell-total-and-nnpc-launch-plant-expansion-project-in-nigeria-g49rb8y2pj3i3z8.html,,2019-12-27 13:15:00,Royal Dutch Shell A News Headlines . RDSA Share News . Financial News Articles for Royal Dutch Shell Plc  A  Ord Eur0 . 07 updated throughout the day . ,
2019-12-30,https://www.businesstimes.com.sg/energy-commodities/kkr-aimco-to-take-65-stake-in-c66b-canada-gas-pipe,https://www.businesstimes.com.sg/energy-commodities/kkr-aimco-to-take-65-stake-in-c66b-canada-gas-pipe?amp,2019-12-30 01:00:00,"KKR , AIMCo to take 65 % stake in C$6 . 6b Canada gas pipe",
2019-12-31,http://www.spacedaily.com/afp/191230100926.qfrk5obr.html,,2019-12-31 00:00:00,BoE chief calls for faster action on climate change,
2020-01-01,https://community.agriculture.com/t5/Marketing/Tid-bits/m-p/745808,,2020-01-01 16:15:00,Solved : Re : Tid bits - Page 2 - Agriculture . com Community,
2020-01-02,https://finance.yahoo.com/news/hess-transcends-shale-carnage-fairy-100003159.html,https://finance.yahoo.com/amphtml/news/hess-transcends-shale-carnage-fairy-100003159.html,2020-01-02 15:00:00,Hess Transcends Shale Carnage as  Fairy Tale  Find Rallies Stock,
2020-01-03,https://www.businesswire.com/news/home/20200102005277/en/Global-Base-Oil-Market-Projected-Grow-USD,,2020-01-03 02:45:00,"Global Base Oil Market is Projected to Grow from USD 33 . 7 Billion in 2019 to USD 39 . 6 Billion by 2024 , at a CAGR of 3 . 3 % from 2019 to 2024 . - ResearchAndMarkets . com",
2020-01-06,https://www.theglobeandmail.com/business/article-coastal-gaslink-forced-to-halt-pipeline-construction-amid-wetsuweten/,,2020-01-06 00:30:00,Coastal GasLink forced to halt pipeline construction amid Wetsuweten Nation  eviction notice  ,
2020-01-07,http://www.globenewswire.com/news-release/2020/01/07/1966885/0/en/Acetone-Market-To-Reach-USD-6-64-Billion-By-2027-Reports-And-Data.html,,2020-01-07 01:15:00,Acetone Market To Reach USD 6 . 64 Billion By 2027,
2020-01-08,https://voiceofreports.com/2020/01/07/biodiesel-market-owing-to-government-initiatives-to-back-eco-friendly-alternatives/,,2020-01-08 02:45:00,Biodiesel Market : Owing to Government Initiatives to Back Eco - friendly Alternatives – Voice of Reports,
2020-01-09,https://energy.einnews.com/pr_news/506671387/transaction-in-own-shares,,2020-01-09 00:00:00,Transaction in Own Shares,
2020-01-10,https://www.metro.us/reuters/money/exclusive-royal-dutch-shell-seeking-buyer-anacortes-washington-refinery-sources,https://www.metro.us/reuters/money/exclusive-royal-dutch-shell-seeking-buyer-anacortes-washington-refinery-sources?amp,2020-01-10 00:00:00,"Exclusive : Royal Dutch Shell seeking buyer for Anacortes , Washington refinery : sources",
2020-01-13,https://economictimes.indiatimes.com/markets/commodities/news/how-oil-market-lived-with-a-west-asia-in-flames/articleshow/73222074.cms,https://m.economictimes.com/markets/commodities/news/how-oil-market-lived-with-a-west-asia-in-flames/amp_articleshow/73222074.cms,2020-01-13 06:00:00,How oil market lived with a West Asia in flames,
2020-01-14,https://www.nasdaq.com/articles/uk-stocks-factors-to-watch-on-jan.-14-2020-01-14,https://www.nasdaq.com/articles/uk-stocks-factors-to-watch-on-jan.-14-2020-01-14?amp,2020-01-14 06:45:00,UK Stocks - Factors to watch on Jan . 14,
2020-01-15,https://www.reuters.com/article/us-usa-kinder-morgan-elba-lng/fourth-unit-at-kinder-morgans-georgia-elba-lng-export-plant-ready-for-service-idUSKBN1ZD243,https://mobile.reuters.com/article/amp/idUSKBN1ZD243,2020-01-15 00:00:00,Fourth unit at Kinder Morgan Georgia Elba LNG export plant ready for service,
2020-01-16,https://www.lse.co.uk/news/VVO/vivo-energy-confident-as-moroccan-regulatory-probes-competition-5jpej3gsbvvvvfx.html,,2020-01-16 09:00:00,Vivo Energy News Headlines . VVO Share News . Financial News Articles for Vivo Energy Plc Ord Usd0 . 50 updated throughout the day . ,
2020-01-17,https://www.marketwatch.com/press-release/ethoxylates-market-overview-global-demand-and-supply-2020-2020-01-17,,2020-01-17 09:00:00,"Ethoxylates Market Overview , Global Demand and Supply 2020",
2020-01-20,https://www.marketwatch.com/press-release/cellulose-based-bioethanol-market-2019-2027-with-strategic-trends-growth-demand-future-potential-of-industry-2020-01-20,,2020-01-20 06:15:00,"Cellulose - based Bioethanol Market 2019 - 2027 With Strategic Trends Growth , Demand & Future Potential Of Industry",
2020-01-21,https://www.bnnbloomberg.ca/nord-stream-2-pins-hope-on-germany-to-clear-eu-gas-rule-hurdle-1.1376819,,2020-01-21 06:15:00,Nord Stream 2 Pins Hope on Germany to Clear EU Gas Rule Hurdle,
2020-01-22,https://www.rigzone.com/news/wire/egypt_pulling_back_on_selling_lng_cargoes-21-jan-2020-160855-article,https://www.rigzone.com/news/wire/egypt_pulling_back_on_selling_lng_cargoes-21-jan-2020-160855-article/?amp,2020-01-22 01:15:00,Egypt Pulling Back on Selling LNG Cargoes,
2020-01-23,https://ipolitics.ca/2020/01/23/the-drilldown-alberta-energy-regulator-lays-off-dozens-with-more-to-come/,,2020-01-23 16:15:00,The Drilldown : Alberta Energy Regulator lays off dozens with more to come,
2020-01-24,https://naija247news.com/2020/01/24/italy-tax-police-search-offices-of-eni-managers-in-obstruction-probe-sources/,https://naija247news.com/2020/01/24/italy-tax-police-search-offices-of-eni-managers-in-obstruction-probe-sources/amp/,2020-01-24 00:00:00,Italy tax police search offices of Eni managers in obstruction probe - sources,
2020-01-27,https://www.marketwatch.com/press-release/phenol-derivatives-market-global-industry-analysis-and-opportunity-assessment-2019-2025-2020-01-27,,2020-01-27 06:30:00,Phenol Derivatives Market : Global Industry Analysis and Opportunity Assessment 2019 - 2025,
2020-01-28,https://www.theglobeandmail.com/business/article-wetsuweten-hereditary-chiefs-reject-coastal-gaslinks-meeting/,https://www.theglobeandmail.com/amp/business/article-wetsuweten-hereditary-chiefs-reject-coastal-gaslinks-meeting/,2020-01-28 02:45:00,Wetsuweten hereditary chiefs reject Coastal GasLink meeting request,
2020-01-29,https://www.bnnbloomberg.ca/witness-in-shell-eni-trial-fails-to-back-nigerian-bribe-charges-1.1381404,,2020-01-29 13:00:00,Witness in Shell - Eni Trial Fails to Back Nigerian Bribe Charges,
2020-01-30,https://www.morningstar.com/news/dow-jones/202001301890/royal-dutch-shell-plc-shell-announces-the-next-tranche-of-the-share-buyback-programme,,2020-01-30 08:00:00,Royal Dutch Shell plc Shell Announces The Next Tranche Of The Share Buyback Programme,
2020-01-31,http://www.globenewswire.com/news-release/2020/01/31/1978024/0/en/Voting-Rights-and-Capital.html,,2020-01-31 11:15:00,Voting Rights and Capital,
2020-02-03,https://www.euro-petrole.com/shell-finalizes-sale-of-martinez-refinery-n-i-20133,,2020-02-03 11:30:00, - Shell finalizes sale of Martinez ... ,
2020-02-04,https://www.timesunion.com/news/article/Alaska-governor-proposes-oil-storage-depot-at-15025691.php,https://www.timesunion.com/news/amp/Alaska-governor-proposes-oil-storage-depot-at-15025691.php,2020-02-04 01:45:00,Alaska governor proposes oil storage depot at former base,
2020-02-05,https://www.investegate.co.uk/royal-dutch-shell-plc--rdsa-/gnw/transaction-in-own-shares/20200205172138H7081/,,2020-02-05 17:45:00,Investegate |Royal Dutch Shell plc Announcements | Royal Dutch Shell plc : Transaction in Own Shares,
2020-02-06,https://energy.einnews.com/pr_news/508974010/transaction-in-own-shares,,2020-02-06 00:00:00,Transaction in Own Shares,
2020-02-07,https://www.thetimes.co.uk/edition/register/february-6-2020-52dcc9vbz,,2020-02-07 00:45:00,"February 6 , 2020",
2020-02-10,https://www.chron.com/business/energy/article/Trading-Giants-Seek-Oil-Storage-at-Sea-as-Virus-15043828.php,https://www.chron.com/business/energy/amp/Trading-Giants-Seek-Oil-Storage-at-Sea-as-Virus-15043828.php,2020-02-10 13:45:00,Trading giants seek oil storage at sea as virus creates glut,
2020-02-11,https://www.businesstimes.com.sg/energy-commodities/trading-giants-seek-oil-storage-at-sea-as-virus-creates-glut,https://www.businesstimes.com.sg/energy-commodities/trading-giants-seek-oil-storage-at-sea-as-virus-creates-glut?amp,2020-02-11 05:30:00,Trading giants seek oil storage at sea as virus creates glut,
2020-02-12,https://www.bnnbloomberg.ca/energy-megaprojects-threaten-to-derail-australia-climate-targets-1.1388793,,2020-02-12 01:30:00,Energy Megaprojects Threaten to Derail Australia Climate Targets,
2020-02-13,http://idrw.org/oil-diverted-from-china-finds-india-buyer-eyeing-more-profit/,,2020-02-13 03:00:00,Oil Diverted From China Finds India Buyer Eyeing More Profit – Indian Defence Research Wing,
2020-02-14,https://finance.yahoo.com/news/hsbc-shell-send-staff-home-073806663.html,https://finance.yahoo.com/amphtml/news/hsbc-shell-send-staff-home-073806663.html,2020-02-14 08:15:00,"HSBC , Shell Send Staff Home in H . K ., Singapore on Virus Threats",
2020-02-17,https://finance.yahoo.com/news/canadas-trudeau-scraps-barbados-trip-021940929.html,https://finance.yahoo.com/amphtml/news/canadas-trudeau-scraps-barbados-trip-021940929.html,2020-02-17 03:00:00,Canada Trudeau scraps Barbados trip to try to resolve anti - pipeline protests,
2020-02-18,https://af.reuters.com/article/commoditiesNews/idAFL4N2AH3SM,https://mobile.reuters.com/article/amp/af/idAFL4N2AH3SM,2020-02-18 00:00:00,Canada Trudeau stresses the need for peaceful end to pipeline protests - Agricultural Commodities,
2020-02-19,https://in.reuters.com/article/us-usa-gasoline-fires-idUSKBN20C2DZ,https://in.mobile.reuters.com/article/amp/idUSKBN20C2DZ,2020-02-19 05:15:00,"U . S . gasoline prices rise as fire , outages hit six refineries",
2020-02-20,https://www.msn.com/en-us/money/markets/update-1-brazil-oil-production-rises-20percent-in-january-to-all-time-high/ar-BB10a0P2,,2020-02-20 00:30:00,UPDATE 1 - Brazil oil production rises 20 % in January to all - time high,
2020-02-21,https://theprovince.com/news/local-news/cp-rail-caught-in-crosshairs-with-new-blockade-near-kamloops/wcm/aed00863-7151-427a-92f8-c60c1fd9e61c,https://theprovince.com/news/local-news/cp-rail-caught-in-crosshairs-with-new-blockade-near-kamloops/wcm/aed00863-7151-427a-92f8-c60c1fd9e61c/amp,2020-02-21 00:45:00,CP Rail caught in crosshairs with new blockade near Kamloops,
2020-02-24,https://www.mrt.com/business/energy/article/Chevron-s-Future-Growth-Prospects-Dwindle-With-15078161.php,,2020-02-24 12:00:00,Chevron future growth prospects dwindle with reserves decline - Midland Reporter - Telegram,
2020-02-25,https://vancouversun.com/pmn/business-pmn/nail-in-the-coffin-era-of-big-oil-sands-mines-may-be-over/wcm/03f1f861-1c95-4533-a82b-8d53aca67dc7,https://vancouversun.com/pmn/business-pmn/nail-in-the-coffin-era-of-big-oil-sands-mines-may-be-over/wcm/03f1f861-1c95-4533-a82b-8d53aca67dc7/amp,2020-02-25 01:00:00,  Nail in the coffin : Era of big oilsands mines may be over,
2020-02-26,https://www.freemalaysiatoday.com/category/business/2020/02/26/shell-to-continue-mexico-plans-even-if-finding-oil-may-take-years/,,2020-02-26 01:45:00,Shell to continue Mexico plans even if finding oil may take years,
2020-02-27,https://www.rigzone.com/news/wire/chevron_sends_london_traders_home_on_virus_concern-26-feb-2020-161221-article,https://www.rigzone.com/news/wire/chevron_sends_london_traders_home_on_virus_concern-27-feb-2020-161221-article/?amp,2020-02-27 11:30:00,Chevron Sends London Traders Home on Virus Concern,
2020-02-28,https://www.marketwatch.com/press-release/propane-market-global-industry-trends-future-growth-market-share-revenue-size-and-2026-forecast-research-report-2020-02-28,,2020-02-28 11:30:00,"Propane Market Global Industry Trends , Future Growth , Market Share , Revenue , Size and 2026 Forecast Research Report",
2020-03-02,https://www.bnnbloomberg.ca/u-s-gas-export-pioneers-forced-to-sell-shares-to-satisfy-loan-requirements-1.1397920,,2020-03-02 00:45:00,U . S . Gas Export Pioneers Forced to Sell Shares to Satisfy Loan Requirements,
2020-03-03,http://www.digitaljournal.com/pr/4608740,,2020-03-03 03:45:00,Crude Oil Market 2020 - 2024 | Increasing Upstream Investments to Boost Growth | Technavio - Press Release,
2020-03-04,https://www.investegate.co.uk/allianz-glbl-inv/rns/top-10-holdings/202003040839249778E/,,2020-03-04 09:15:00,Investegate |Allianz Glbl Inv Announcements | Allianz Glbl Inv : Top 10 Holdings,
2020-03-05,https://www.investegate.co.uk/royal-dutch-shell-plc--rdsa-/gnw/director-pdmr-shareholding/20200305112044H2370/,,2020-03-05 12:15:00,Investegate |Royal Dutch Shell plc Announcements | Royal Dutch Shell plc : Director / PDMR Shareholding,
2020-03-06,https://www.businesswire.com/news/home/20200305005638/en/Global-Bunker-Fuel-Market-2020-2024-High-Global,,2020-03-06 02:00:00,Global Bunker Fuel Market 2020 - 2024 | High Global Volume of Seaborne Trade to Boost Growth | Technavio,
