date,AAPL,MSFT,AMZN,TSLA,GOOGL,S&P500
2020-03-25,71.85,40.92,58.98,63.19,46.48,47.89
2020-03-26,40.74,67.02,54.69,68.03,47.36,73.04
2020-03-27,51.71,59.31,52.19,79.03,57.06,70.65
2020-03-28,50.31,74.69,52.61,62.35,70.13,78.93
2020-03-29,67.38,43.01,42.01,68.21,50.02,62.03
2020-03-30,52.86,54.18,68.81,44.14,64.58,74.21
2020-03-31,50.44,41.73,60.76,51.86,62.28,51.97
2020-04-01,62.34,56.21,58.01,50.45,44.16,75.75
2020-04-02,66.8,64.84,46.65,56.74,62.62,51.87
2020-04-03,62.45,43.27,79.76,50.02,59.72,72.56
2020-04-04,52.37,72.62,75.09,58.2,56.55,76.31
2020-04-05,61.36,51.79,71.47,42.09,77.64,74.7
2020-04-06,77.77,56.57,44.0,48.99,75.99,72.96
2020-04-07,66.4,48.8,76.13,56.69,61.28,40.24
2020-04-08,53.27,65.53,74.0,62.19,70.37,40.55
2020-04-09,68.16,74.85,57.58,56.89,58.77,44.58
2020-04-10,61.35,43.71,57.34,63.32,79.58,51.03
2020-04-11,57.93,69.09,60.93,58.94,58.42,52.73
2020-04-12,74.79,40.22,69.38,72.18,78.74,51.87
2020-04-13,70.88,49.59,80.0,47.23,51.72,62.57
2020-04-14,52.06,56.82,74.86,43.49,49.02,60.92
2020-04-15,74.57,60.52,51.12,76.85,69.47,43.95
2020-04-16,75.41,44.47,58.05,78.63,50.06,44.71
2020-04-17,66.75,48.98,67.53,40.94,79.05,46.68
2020-04-18,60.92,75.77,51.02,53.07,66.52,62.95
2020-04-19,62.16,53.9,67.88,44.68,46.74,75.86
2020-04-20,40.69,64.53,66.09,55.46,46.85,79.13
2020-04-21,56.78,54.78,72.85,51.22,50.16,74.13
2020-04-22,59.8,72.52,49.77,59.72,62.18,40.32
2020-04-23,76.56,50.73,59.86,41.24,54.85,50.43
2020-04-24,68.87,77.18,41.49,54.88,67.56,44.35
2020-04-25,62.74,49.03,51.43,48.11,71.52,43.42
2020-04-26,60.24,62.15,59.42,77.58,54.37,52.4
2020-04-27,55.53,45.72,60.32,71.15,78.86,64.91
2020-04-28,48.1,53.44,48.36,68.2,56.03,57.4
2020-04-29,61.64,47.32,77.08,61.95,49.8,62.29
2020-04-30,68.75,67.18,66.6,56.94,73.07,41.8
2020-05-01,57.19,76.23,78.67,66.75,61.03,70.7
2020-05-02,76.39,47.72,66.31,47.24,74.94,66.13
2020-05-03,48.74,51.23,72.75,78.99,52.28,71.83
2020-05-04,57.8,60.26,63.46,73.18,42.73,79.74
2020-05-05,56.14,68.38,78.24,78.22,78.26,61.72
2020-05-06,71.57,54.21,49.25,45.16,48.9,70.54
2020-05-07,76.65,53.1,77.97,69.37,41.55,75.67
2020-05-08,63.29,60.03,76.91,79.9,47.8,61.41
2020-05-09,57.13,71.84,50.64,43.15,63.6,69.64
2020-05-10,48.9,65.74,77.04,67.74,60.98,77.21
2020-05-11,52.94,52.28,76.63,44.84,65.07,76.51
2020-05-12,72.48,54.6,57.84,61.69,69.45,70.56
2020-05-13,76.34,47.39,59.76,75.98,73.63,59.37
2020-05-14,61.05,48.87,52.1,64.1,59.03,79.83
2020-05-15,76.14,77.09,63.99,61.27,48.07,63.62
2020-05-16,43.03,71.93,57.09,77.88,67.64,42.75
2020-05-17,63.89,71.74,66.78,49.53,50.77,75.8
2020-05-18,63.44,62.33,53.37,59.12,47.45,47.01
2020-05-19,40.43,42.53,44.41,54.22,59.04,43.55
2020-05-20,66.96,78.09,63.89,68.53,79.37,71.36
2020-05-21,79.37,57.11,78.42,76.24,61.69,54.53
2020-05-22,40.28,69.85,78.3,54.25,78.94,67.33
2020-05-23,59.35,49.12,48.31,66.93,79.63,74.18
2020-05-24,77.9,78.21,59.26,78.42,47.12,48.2
2020-05-25,56.31,78.51,70.35,40.1,41.97,64.19
2020-05-26,62.28,51.01,49.62,72.54,43.42,64.53
2020-05-27,63.77,78.51,65.49,52.17,75.88,71.55
2020-05-28,57.45,50.24,54.82,74.94,55.58,70.27
2020-05-29,71.97,54.32,46.54,69.68,65.75,61.18
2020-05-30,49.32,43.98,51.13,48.49,69.95,57.78
2020-05-31,42.58,70.2,55.61,40.84,77.05,69.45
2020-06-01,52.58,68.53,62.41,57.36,55.9,77.48
2020-06-02,41.92,50.54,41.46,73.13,70.74,67.27
2020-06-03,66.22,73.17,70.51,48.81,48.71,40.02
2020-06-04,47.62,40.36,46.25,48.13,71.16,46.77
2020-06-05,63.86,55.27,48.3,69.29,75.02,47.79
2020-06-06,57.02,47.39,70.61,44.67,75.59,79.15
2020-06-07,69.15,53.54,41.06,59.3,50.13,60.09
2020-06-08,66.18,68.91,63.64,52.42,51.56,79.72
2020-06-09,75.73,63.23,67.01,68.89,78.13,77.91
2020-06-10,47.01,57.16,67.42,54.63,42.67,61.53
2020-06-11,42.66,60.65,69.03,42.91,57.11,63.42
2020-06-12,67.78,44.58,64.88,54.93,58.79,79.0
2020-06-13,43.76,72.41,58.33,68.12,42.26,70.17
2020-06-14,57.02,62.23,41.02,60.33,55.93,44.28
2020-06-15,76.52,55.25,68.36,44.96,47.73,71.28
2020-06-16,61.83,73.76,67.31,40.93,77.77,59.56
2020-06-17,42.02,51.83,56.05,63.99,49.18,65.1
2020-06-18,43.21,77.76,51.0,65.41,64.04,44.71
2020-06-19,50.98,72.82,50.56,76.2,72.9,66.45
2020-06-20,55.69,78.92,43.05,77.48,45.91,41.36
2020-06-21,43.87,70.6,74.46,57.96,40.36,64.6
2020-06-22,48.84,59.81,59.6,75.19,40.56,57.13
2020-06-23,51.53,55.24,56.01,45.77,42.01,58.76
2020-06-24,64.02,40.3,59.56,71.91,48.39,60.36
2020-06-25,52.74,63.82,41.93,42.78,45.45,44.18
2020-06-26,70.32,59.9,65.44,42.75,58.37,57.96
2020-06-27,57.05,45.26,55.1,45.36,68.36,62.72
2020-06-28,52.03,60.41,48.25,77.5,78.72,42.46
2020-06-29,70.31,47.16,66.96,46.39,44.46,40.0
2020-06-30,44.2,51.08,71.38,67.99,49.93,45.54
2020-07-01,52.88,45.66,53.66,50.86,69.31,74.61
2020-07-02,49.56,75.8,60.69,46.65,42.25,66.74
2020-07-03,77.27,43.33,64.82,53.07,78.6,44.97
2020-07-04,48.15,50.78,70.22,60.6,50.18,76.13
2020-07-05,55.78,60.79,49.93,55.85,57.85,56.34
2020-07-06,62.25,74.35,71.99,74.51,48.68,52.25
2020-07-07,74.04,44.02,79.72,79.33,66.37,75.65
2020-07-08,78.29,43.6,61.71,47.49,63.77,61.61
2020-07-09,44.04,78.77,67.07,41.89,61.99,68.01
2020-07-10,77.92,42.04,55.15,74.48,59.29,76.08
2020-07-11,56.36,47.06,53.22,73.34,62.26,70.59
2020-07-12,66.45,60.63,49.99,46.58,43.11,67.31
2020-07-13,63.97,75.63,78.54,71.41,73.93,54.05
2020-07-14,58.4,59.28,64.07,70.19,72.29,58.71
2020-07-15,53.17,43.43,58.69,40.13,45.11,77.49
2020-07-16,76.53,66.25,55.73,66.19,59.55,77.29
2020-07-17,54.79,74.55,46.54,56.43,48.34,48.91
2020-07-18,63.89,77.77,41.4,47.45,77.87,71.84
2020-07-19,43.27,77.31,45.95,40.84,41.85,73.63
2020-07-20,50.66,46.68,54.19,73.18,69.49,72.28
2020-07-21,56.59,40.78,40.91,47.8,45.02,47.64
2020-07-22,46.44,51.47,46.18,73.74,46.49,52.04
2020-07-23,49.99,76.84,55.34,74.99,63.54,46.96
2020-07-24,56.71,52.0,40.4,57.21,51.4,46.25
2020-07-25,72.66,49.8,42.54,77.0,65.0,42.91
2020-07-26,52.22,46.34,59.35,58.01,71.41,60.92
2020-07-27,51.12,70.46,75.87,72.29,52.52,52.94
2020-07-28,72.94,47.85,71.7,42.1,72.62,51.62
2020-07-29,56.45,69.64,74.12,46.64,43.85,45.29
2020-07-30,64.33,65.09,71.86,60.67,54.09,41.97
2020-07-31,58.53,75.72,41.54,67.97,72.94,65.48
2020-08-01,46.08,54.77,41.38,50.71,42.53,45.11
2020-08-02,65.75,60.53,42.73,59.17,54.47,78.49
2020-08-03,57.09,75.96,58.12,76.23,68.72,47.74
2020-08-04,67.94,56.13,64.83,68.24,43.16,60.18
2020-08-05,74.22,41.1,49.55,71.16,41.96,67.19
2020-08-06,72.39,60.42,46.16,50.74,71.93,64.87
2020-08-07,60.91,75.5,79.22,75.64,43.28,69.58
2020-08-08,60.23,45.74,63.3,74.0,45.05,71.69
2020-08-09,75.37,74.58,68.74,52.32,67.91,62.5
2020-08-10,70.99,61.34,47.0,73.81,64.62,43.52
2020-08-11,66.62,49.17,50.81,42.53,47.18,52.53
2020-08-12,49.07,78.79,44.71,57.85,68.56,79.63
2020-08-13,41.89,65.44,70.96,52.1,46.49,60.17
2020-08-14,48.27,72.93,61.83,65.79,69.05,45.12
2020-08-15,73.69,78.09,51.41,56.98,57.82,70.68
2020-08-16,68.84,54.62,78.4,52.8,51.99,46.94
2020-08-17,59.24,63.12,58.38,78.3,53.78,45.1
2020-08-18,66.82,77.51,69.55,75.88,62.82,71.04
2020-08-19,71.81,48.34,61.07,57.46,42.62,55.17
2020-08-20,42.7,53.69,58.6,79.87,64.84,54.36
2020-08-21,64.42,61.45,66.67,41.65,76.3,53.14
2020-08-22,43.69,57.65,58.21,75.01,48.78,40.79
2020-08-23,74.94,65.67,45.67,75.64,65.65,77.59
2020-08-24,46.39,56.17,75.9,51.96,40.58,59.99
2020-08-25,76.75,76.44,79.05,76.82,73.46,70.89
2020-08-26,56.77,56.77,43.97,51.79,40.67,47.74
2020-08-27,78.42,56.09,79.09,42.17,63.52,42.64
2020-08-28,47.38,51.72,76.75,68.13,76.54,64.06
2020-08-29,69.69,50.41,72.54,54.05,59.92,79.75
2020-08-30,43.45,74.89,48.27,76.0,53.68,64.84
2020-08-31,71.96,62.04,51.58,61.61,68.53,74.99
2020-09-01,57.67,46.21,58.83,68.22,69.61,42.59
2020-09-02,72.47,56.33,67.81,74.49,47.1,51.88
2020-09-03,65.82,61.6,69.49,59.58,56.31,78.16
2020-09-04,51.96,75.08,52.74,75.07,40.96,51.75
2020-09-05,50.58,61.49,79.56,60.58,61.1,77.98
2020-09-06,53.84,70.5,61.89,57.39,40.38,71.65
2020-09-07,66.61,60.4,70.18,67.33,54.35,59.82
2020-09-08,79.08,61.41,49.6,50.23,67.01,47.49
2020-09-09,77.88,76.92,62.43,56.39,71.82,64.2
2020-09-10,48.75,47.05,44.53,51.9,70.05,72.73
2020-09-11,53.39,79.32,41.0,77.69,74.63,46.34
2020-09-12,76.02,63.3,44.72,71.83,72.94,42.53
2020-09-13,51.46,77.64,57.85,53.16,52.04,68.8
2020-09-14,50.35,51.4,48.46,67.53,61.27,58.39
2020-09-15,51.49,63.55,74.03,78.54,54.22,60.2
2020-09-16,57.04,70.42,67.81,67.15,76.13,52.02
2020-09-17,66.24,50.65,56.56,45.99,52.33,79.12
2020-09-18,56.04,74.05,66.77,41.66,51.84,63.78
2020-09-19,60.79,42.32,71.77,79.0,59.98,58.45
2020-09-20,46.47,63.09,65.53,54.44,71.32,75.06
2020-09-21,51.52,66.54,70.04,52.45,61.92,51.52
2020-09-22,46.63,62.18,57.76,67.66,70.55,42.76
2020-09-23,52.67,72.6,70.85,49.5,42.11,49.27
2020-09-24,74.07,56.42,40.66,65.59,71.96,47.94
2020-09-25,45.89,74.4,74.48,60.27,78.16,67.87
2020-09-26,76.09,55.74,44.88,55.13,44.55,72.86
2020-09-27,76.5,48.22,50.92,41.63,47.96,43.78
2020-09-28,41.84,68.28,74.11,63.18,69.64,55.75
2020-09-29,51.53,60.17,56.62,49.85,58.73,44.63
2020-09-30,54.65,70.53,45.36,40.18,40.39,46.86
2020-10-01,58.78,71.71,69.38,64.32,59.31,58.08
2020-10-02,77.49,76.01,52.88,49.95,45.25,58.96
2020-10-03,73.45,73.91,43.17,47.42,59.62,41.25
2020-10-04,54.19,74.19,74.52,69.71,67.49,79.83
2020-10-05,78.02,72.14,60.29,54.59,44.26,78.3
2020-10-06,51.55,62.02,76.37,56.03,76.49,55.37
2020-10-07,60.85,73.1,58.75,47.67,67.72,73.97
2020-10-08,71.13,51.45,53.03,48.79,72.41,59.17
2020-10-09,58.71,53.68,68.43,49.8,44.93,54.49
2020-10-10,50.19,73.21,69.18,70.5,40.19,48.91
2020-10-11,70.98,44.18,66.6,52.45,54.23,51.51
2020-10-12,52.66,53.6,71.58,58.43,49.11,44.76
2020-10-13,65.91,44.29,46.24,60.66,45.35,45.15
2020-10-14,55.0,49.61,54.92,47.44,52.53,44.27
2020-10-15,79.17,67.3,73.37,52.05,68.86,64.17
2020-10-16,42.37,71.46,57.31,58.4,76.89,44.68
2020-10-17,66.56,41.59,54.99,71.32,72.76,64.07
2020-10-18,49.63,46.78,43.16,50.45,60.79,44.18
2020-10-19,47.99,64.91,48.96,70.3,40.5,62.55
2020-10-20,73.65,73.26,70.68,76.47,64.33,63.05
2020-10-21,65.79,55.1,44.77,41.26,56.69,61.19
2020-10-22,43.21,55.4,64.3,44.13,79.3,41.28
2020-10-23,49.7,69.28,60.59,49.09,69.53,56.41
2020-10-24,76.9,53.94,63.38,65.86,67.66,74.15
2020-10-25,66.51,59.01,60.88,72.9,51.54,55.41
2020-10-26,74.47,78.51,40.01,43.39,63.97,75.65
2020-10-27,57.82,73.91,62.13,44.59,42.6,42.08
2020-10-28,45.44,52.89,56.68,78.57,69.85,66.87
2020-10-29,62.99,49.07,44.84,68.92,42.92,76.09
2020-10-30,44.85,47.09,69.3,71.91,77.63,69.05
2020-10-31,46.24,48.76,77.77,77.13,61.1,79.92
2020-11-01,46.37,49.17,52.78,49.86,54.14,52.78
2020-11-02,43.97,69.39,62.25,74.95,59.41,54.61
2020-11-03,41.81,69.59,77.39,77.3,59.23,78.57
2020-11-04,57.59,58.89,56.16,40.21,53.32,61.1
2020-11-05,74.93,78.31,40.06,53.41,49.81,74.64
2020-11-06,67.48,77.11,76.16,53.37,59.29,79.44
2020-11-07,72.62,59.95,58.21,73.55,43.1,47.45
2020-11-08,46.15,42.6,57.35,68.11,75.86,52.65
2020-11-09,42.38,70.2,68.67,45.76,60.28,41.66
2020-11-10,79.7,62.17,63.02,76.5,73.15,46.04
2020-11-11,61.01,57.72,51.29,40.28,72.5,69.97
2020-11-12,70.76,58.08,63.59,72.04,47.16,76.36
2020-11-13,58.32,51.18,78.51,72.29,47.51,55.97
2020-11-14,71.39,56.56,49.98,66.61,45.61,41.83
2020-11-15,63.76,66.33,76.15,58.43,63.55,78.2
2020-11-16,74.9,62.2,47.61,45.36,60.82,67.39
2020-11-17,50.61,66.33,71.79,69.79,76.41,71.21
2020-11-18,50.57,58.36,62.36,49.56,67.85,41.62
2020-11-19,62.23,71.26,41.3,41.57,58.17,62.22
2020-11-20,62.12,73.73,73.47,76.54,47.23,57.67
2020-11-21,45.3,79.32,52.02,40.56,79.68,75.91
2020-11-22,52.85,42.16,67.31,41.91,60.01,62.16
2020-11-23,49.56,74.91,59.3,59.71,52.18,56.4
2020-11-24,65.85,53.24,56.05,43.44,66.16,63.17
2020-11-25,74.63,59.09,53.14,46.28,63.2,75.67
2020-11-26,49.75,79.64,62.31,56.46,46.4,51.37
2020-11-27,75.25,56.73,69.54,71.06,48.92,51.27
2020-11-28,48.66,42.0,57.01,43.38,47.8,68.06
2020-11-29,58.82,79.15,61.08,72.17,41.64,56.09
2020-11-30,46.02,51.84,58.51,43.88,57.95,70.31
2020-12-01,45.19,44.75,71.46,57.44,71.2,52.77
2020-12-02,49.38,77.81,67.72,65.33,75.13,50.15
2020-12-03,70.91,62.16,79.03,61.27,42.84,53.71
2020-12-04,62.89,58.49,73.54,46.24,49.39,43.16
2020-12-05,56.83,42.75,79.88,47.09,78.86,60.72
2020-12-06,78.66,43.36,68.6,47.83,49.92,68.52
2020-12-07,78.33,44.37,59.67,44.05,55.58,61.05
2020-12-08,55.59,73.99,52.62,51.44,65.75,63.96
2020-12-09,57.88,46.17,62.84,55.97,44.33,79.55
2020-12-10,50.89,65.08,42.77,71.51,60.08,64.76
2020-12-11,56.59,54.92,50.22,66.89,76.6,61.93
2020-12-12,56.26,40.54,49.84,66.16,69.1,66.8
2020-12-13,63.29,41.58,59.64,48.05,54.79,68.61
2020-12-14,62.17,46.05,42.36,59.66,68.29,40.88
2020-12-15,45.04,60.92,42.43,70.81,72.52,49.68
2020-12-16,77.74,62.22,74.01,66.62,55.94,72.9
2020-12-17,71.82,79.28,52.15,73.22,58.46,52.24
2020-12-18,79.88,46.93,64.14,64.1,79.95,74.11
2020-12-19,79.28,57.53,73.5,70.33,69.07,75.16
2020-12-20,70.03,57.92,60.75,48.92,66.39,41.06
2020-12-21,63.02,72.33,51.64,45.72,48.94,77.56
2020-12-22,73.54,76.93,74.63,67.1,67.36,60.64
2020-12-23,76.91,61.68,73.57,49.27,61.21,74.63
2020-12-24,60.04,52.31,76.1,50.63,46.04,52.84
2020-12-25,60.32,61.79,57.19,71.03,73.41,63.09
2020-12-26,54.79,70.77,68.02,56.41,72.59,63.55
2020-12-27,49.01,78.14,70.86,50.55,79.2,50.62
2020-12-28,47.08,47.94,65.58,61.75,58.02,62.71
2020-12-29,65.62,63.4,44.43,40.48,65.14,62.37
2020-12-30,75.77,47.1,73.08,56.93,63.83,40.1
2020-12-31,77.77,48.91,57.32,65.85,56.3,77.2
2021-01-01,41.25,56.86,52.71,67.99,72.97,44.59
2021-01-02,62.54,62.93,78.82,49.14,48.32,63.27
2021-01-03,43.28,60.8,79.19,58.39,43.02,76.6
2021-01-04,58.37,73.27,46.28,71.04,52.96,77.64
2021-01-05,66.6,63.05,76.49,60.34,42.11,79.4
2021-01-06,64.81,40.67,65.9,53.27,62.56,68.16
2021-01-07,50.15,40.94,42.64,51.08,78.24,78.67
2021-01-08,57.41,61.48,75.62,57.96,63.16,52.9
2021-01-09,61.94,62.78,60.74,64.1,56.28,56.71
2021-01-10,41.46,40.29,45.16,45.41,64.81,76.71
2021-01-11,57.23,61.6,47.32,73.14,60.09,47.42
2021-01-12,71.71,50.23,57.25,51.17,79.78,76.51
2021-01-13,52.76,73.1,68.0,66.18,66.34,63.72
2021-01-14,70.48,74.45,56.02,43.86,76.34,57.28
2021-01-15,51.11,64.34,75.58,72.15,47.24,70.53
2021-01-16,66.25,56.67,60.34,63.59,50.79,71.42
2021-01-17,46.42,40.84,69.2,75.08,56.65,61.69
2021-01-18,72.6,49.63,47.81,79.77,44.61,61.59
2021-01-19,62.88,69.4,43.97,49.98,45.62,47.01
2021-01-20,60.02,52.49,53.93,55.89,60.18,72.67
2021-01-21,58.12,44.15,42.01,71.96,59.91,55.29
2021-01-22,67.34,68.02,78.29,56.53,75.55,41.06
2021-01-23,74.08,56.73,72.99,45.45,44.61,47.29
2021-01-24,45.82,64.21,60.95,69.01,43.85,62.27
2021-01-25,61.05,53.37,57.53,50.24,51.11,46.36
2021-01-26,56.31,69.7,46.57,70.69,62.76,78.76
2021-01-27,46.06,43.25,57.85,63.54,76.14,78.77
2021-01-28,43.73,47.8,56.97,48.51,55.18,63.45
2021-01-29,59.2,58.37,76.91,59.06,62.56,51.55
2021-01-30,47.91,67.13,79.46,61.86,42.74,72.87
2021-01-31,68.43,72.95,63.38,60.0,64.84,62.49
2021-02-01,76.2,55.85,77.24,58.54,73.58,76.56
2021-02-02,67.46,45.58,51.86,46.34,48.47,78.88
2021-02-03,77.17,78.41,73.62,76.85,79.91,59.09
2021-02-04,53.92,66.07,54.72,67.08,73.85,76.81
2021-02-05,50.41,40.38,44.53,68.54,61.47,78.47
2021-02-06,79.94,67.79,44.08,70.37,45.3,75.58
2021-02-07,77.01,74.28,57.61,58.21,54.44,44.64
2021-02-08,65.89,62.65,44.79,61.03,78.92,42.18
2021-02-09,61.93,42.25,79.68,48.74,58.63,69.89
2021-02-10,72.81,40.61,63.2,71.62,52.96,61.59
2021-02-11,48.23,42.7,59.0,65.85,41.21,51.68
2021-02-12,42.68,60.13,54.28,53.44,45.27,57.13
2021-02-13,61.29,46.12,40.01,59.57,50.6,64.38
2021-02-14,60.36,78.94,64.78,76.44,40.1,50.33
2021-02-15,70.08,56.6,73.61,58.01,75.33,69.8
2021-02-16,62.79,69.8,73.01,62.41,46.82,68.46
2021-02-17,75.08,45.01,69.08,63.38,65.92,63.07
2021-02-18,51.83,50.02,79.6,42.67,68.39,56.59
2021-02-19,49.12,41.94,76.01,48.58,63.19,44.42
2021-02-20,63.93,60.36,49.25,55.99,76.15,53.59
2021-02-21,74.79,56.86,41.49,44.18,69.16,50.78
2021-02-22,54.55,40.73,77.54,72.51,57.29,70.56
2021-02-23,49.03,71.12,53.34,61.13,69.15,58.35
2021-02-24,52.69,54.73,68.67,73.26,70.47,71.95
2021-02-25,72.55,59.72,64.41,71.04,55.32,53.47
2021-02-26,44.94,66.08,73.74,78.52,56.9,57.64
2021-02-27,43.9,78.39,75.71,70.53,73.98,74.14
2021-02-28,75.11,59.96,60.89,52.91,40.38,50.51
2021-03-01,54.91,75.28,68.44,44.32,46.68,60.51
2021-03-02,77.41,69.9,45.85,41.13,56.82,41.51
2021-03-03,76.28,79.69,53.66,73.83,51.45,73.05
2021-03-04,48.3,43.96,60.43,77.93,45.56,44.74
2021-03-05,78.83,66.38,49.26,78.57,41.63,71.32
2021-03-06,42.4,76.88,41.5,52.76,66.86,53.02
2021-03-07,72.53,52.84,50.77,42.14,68.5,75.25
2021-03-08,55.41,59.06,78.05,79.04,57.85,49.97
2021-03-09,69.48,74.87,75.32,47.34,71.01,70.07
2021-03-10,54.58,54.16,68.57,53.97,66.14,43.78
2021-03-11,53.56,64.2,46.26,69.3,50.45,75.46
2021-03-12,42.05,68.11,66.06,50.69,54.35,40.76
2021-03-13,53.39,42.09,46.23,70.06,68.5,77.77
2021-03-14,60.27,46.33,71.71,67.67,49.33,69.51
2021-03-15,46.17,70.57,44.53,43.99,60.52,43.6
2021-03-16,43.76,73.56,71.5,51.75,45.49,49.74
2021-03-17,52.08,75.38,55.0,43.78,60.47,68.99
2021-03-18,53.79,41.72,67.6,78.77,79.0,62.29
2021-03-19,78.43,73.55,55.64,79.09,54.58,54.46
2021-03-20,48.87,60.75,55.86,52.88,74.41,54.77
2021-03-21,52.12,44.99,61.38,66.01,50.83,49.92
2021-03-22,60.55,78.34,45.55,69.17,59.62,51.12
2021-03-23,55.78,66.13,60.13,43.83,66.38,43.23
2021-03-24,59.34,40.2,66.67,65.37,44.77,76.54
2021-03-25,50.37,72.69,57.37,77.78,76.13,43.67
2021-03-26,42.62,46.42,63.08,40.24,52.67,67.74
2021-03-27,64.57,61.93,68.78,44.64,65.92,75.45
2021-03-28,62.24,59.69,51.82,63.84,45.56,52.33
2021-03-29,46.13,53.41,45.94,40.02,79.66,77.01
2021-03-30,72.29,79.68,61.8,44.22,48.26,56.62
2021-03-31,51.55,52.33,58.41,71.15,78.96,77.78
2021-04-01,75.33,47.78,75.67,72.64,61.26,78.36
2021-04-02,79.2,47.53,57.78,76.21,46.63,42.25
2021-04-03,62.5,72.03,75.56,59.93,61.48,55.7
2021-04-04,45.03,71.88,44.51,50.05,68.84,62.51
2021-04-05,65.08,49.49,79.52,49.47,79.2,68.11
2021-04-06,53.83,63.77,72.55,44.41,65.68,77.23
2021-04-07,56.24,72.63,79.43,67.13,43.91,41.9
2021-04-08,75.11,66.67,68.4,48.54,72.92,42.29
2021-04-09,70.45,68.84,64.24,58.2,49.96,75.23
2021-04-10,40.2,74.02,47.08,53.85,70.06,51.95
2021-04-11,62.42,57.06,51.88,78.07,72.0,67.86
2021-04-12,53.23,62.01,48.37,63.64,42.47,42.46
2021-04-13,77.34,64.0,65.91,63.84,58.12,79.22
2021-04-14,61.34,62.69,79.09,60.77,58.13,56.37
2021-04-15,43.44,63.09,47.16,50.33,50.75,60.06
2021-04-16,66.37,42.63,67.86,56.38,60.2,60.0
2021-04-17,67.66,44.0,61.55,51.27,46.84,57.23
2021-04-18,74.38,70.39,71.65,57.5,74.26,69.68
2021-04-19,41.72,50.62,60.92,48.66,77.06,62.19
2021-04-20,79.15,54.12,74.44,62.32,79.37,46.28
2021-04-21,69.89,68.48,43.04,45.21,63.3,66.29
2021-04-22,75.3,79.82,74.14,69.21,78.33,40.63
2021-04-23,56.38,62.72,73.19,60.14,72.14,59.03
2021-04-24,75.08,78.23,62.7,40.57,49.97,57.06
2021-04-25,46.45,57.69,69.91,74.02,66.34,69.67
2021-04-26,43.51,62.47,67.35,56.95,53.09,66.19
2021-04-27,61.71,75.05,60.82,55.21,78.47,50.61
2021-04-28,60.33,62.97,55.51,48.56,78.97,42.46
2021-04-29,60.67,50.23,77.58,63.16,75.71,71.89
2021-04-30,56.43,73.42,46.49,49.12,78.07,74.0
2021-05-01,53.05,55.38,50.34,52.93,70.36,64.74
2021-05-02,75.0,64.43,78.65,67.22,59.45,40.88
2021-05-03,79.08,70.91,59.48,63.9,65.34,76.85
2021-05-04,47.28,68.97,48.19,44.23,52.03,49.42
2021-05-05,60.21,52.55,54.06,47.26,66.62,59.0
2021-05-06,52.19,41.23,64.77,68.0,76.95,45.02
2021-05-07,49.77,78.19,58.74,44.24,76.36,68.67
2021-05-08,54.26,72.74,47.68,56.4,40.91,54.49
2021-05-09,49.19,65.48,61.56,57.23,71.47,61.89
2021-05-10,41.21,67.99,69.75,71.07,71.09,41.47
2021-05-11,50.78,62.25,65.37,75.95,55.61,41.91
2021-05-12,50.68,64.37,69.84,74.2,76.2,42.62
2021-05-13,71.67,53.01,79.85,56.91,55.22,63.61
2021-05-14,54.04,61.52,43.4,73.04,58.82,53.57
2021-05-15,42.69,63.41,43.59,66.26,70.42,72.93
2021-05-16,48.74,74.26,63.34,43.66,42.99,45.68
2021-05-17,68.87,74.18,63.07,77.08,47.35,44.2
2021-05-18,51.45,73.51,59.17,66.35,73.84,44.12
2021-05-19,50.4,77.53,68.63,77.53,77.67,44.87
2021-05-20,68.15,43.94,44.97,78.33,44.43,42.23
2021-05-21,49.71,72.37,55.21,77.65,77.61,54.48
2021-05-22,54.62,64.17,73.5,58.85,47.27,45.25
2021-05-23,67.72,69.03,72.04,69.93,63.58,63.24
2021-05-24,75.03,79.29,41.01,44.63,62.05,69.58
2021-05-25,52.9,62.85,61.68,64.94,73.9,77.16
2021-05-26,68.33,76.5,76.8,54.91,64.99,70.93
2021-05-27,48.3,40.43,59.8,75.97,67.74,56.21
2021-05-28,40.41,61.98,60.7,44.23,51.77,54.08
2021-05-29,46.7,52.52,41.48,73.75,49.77,66.55
2021-05-30,42.13,41.77,75.33,63.63,59.93,52.76
2021-05-31,47.69,71.04,44.37,48.42,44.43,76.1
2021-06-01,59.53,46.65,46.93,56.74,43.81,50.93
2021-06-02,73.77,56.5,63.25,76.9,59.67,59.72
2021-06-03,69.83,67.28,55.74,63.52,58.82,53.09
2021-06-04,60.17,53.73,50.57,56.14,53.17,72.27
2021-06-05,51.32,66.68,41.24,67.92,57.47,79.84
2021-06-06,79.27,54.01,66.64,47.0,79.08,63.66
2021-06-07,43.84,66.91,54.72,42.61,63.76,44.98
2021-06-08,78.33,49.06,74.8,69.09,46.1,71.04
2021-06-09,41.34,77.71,74.66,41.54,65.3,59.6
2021-06-10,68.92,76.23,41.39,44.68,46.8,64.66
2021-06-11,66.15,55.43,56.39,74.11,53.43,78.15
2021-06-12,69.13,60.89,40.29,55.48,74.9,44.08
2021-06-13,66.12,73.05,70.48,47.85,69.39,58.5
2021-06-14,62.99,78.55,65.25,69.63,41.03,48.15
2021-06-15,79.81,66.24,64.1,48.01,72.75,71.17
2021-06-16,69.13,58.82,40.44,55.98,79.2,66.26
2021-06-17,41.84,63.9,76.0,68.42,50.44,41.89
