date,Nikkei 225,Toyota Motor Corporation,Mitsubishi UFJ Financial Group,Sony Group Corporation,Hitachi Ltd.,"Nintendo Co., Ltd."
2020-03-22,62.84,64.64,41.26,65.11,66.15,45.06
2020-03-23,47.23,62.77,63.78,79.15,61.59,46.16
2020-03-24,51.66,74.93,59.86,66.7,49.72,60.48
2020-03-25,79.39,58.67,66.23,78.91,40.66,61.81
2020-03-26,71.76,44.85,58.55,47.84,61.04,68.69
2020-03-27,72.96,63.38,67.76,59.01,67.93,64.77
2020-03-28,45.24,79.84,66.01,60.53,54.05,72.28
2020-03-29,79.46,49.82,48.84,45.47,46.44,54.51
2020-03-30,43.05,66.13,42.15,65.02,73.66,67.88
2020-03-31,57.77,73.47,48.03,44.57,62.41,41.25
2020-04-01,49.02,51.09,65.87,48.13,79.03,48.86
2020-04-02,46.78,61.63,43.83,57.33,79.43,78.5
2020-04-03,78.0,58.67,45.73,76.19,78.85,73.61
2020-04-04,48.75,44.81,67.0,58.03,65.2,47.6
2020-04-05,67.48,64.05,43.01,68.46,58.88,77.9
2020-04-06,69.84,67.97,49.35,42.82,53.54,62.32
2020-04-07,56.08,40.7,59.81,65.73,77.08,74.89
2020-04-08,45.29,71.09,52.17,52.81,78.1,41.78
2020-04-09,78.48,72.9,51.67,45.77,59.11,53.7
2020-04-10,73.33,74.42,75.7,68.63,44.63,68.27
2020-04-11,42.59,56.43,65.71,63.66,74.92,60.5
2020-04-12,69.86,71.14,75.41,41.27,40.95,71.93
2020-04-13,56.65,75.28,79.31,75.81,78.83,46.11
2020-04-14,56.64,60.39,78.83,53.0,67.24,51.81
2020-04-15,69.85,61.21,57.46,76.25,56.58,49.28
2020-04-16,69.92,55.08,48.01,41.68,51.07,69.44
2020-04-17,74.08,58.08,78.45,42.74,47.3,60.05
2020-04-18,53.41,68.53,60.34,45.67,40.82,57.61
2020-04-19,77.07,78.73,54.55,69.19,64.69,40.07
2020-04-20,57.62,48.16,79.72,77.08,46.16,60.4
2020-04-21,70.21,65.43,66.56,77.68,48.61,78.12
2020-04-22,79.79,49.65,59.16,52.34,41.7,62.78
2020-04-23,65.83,41.46,43.23,79.13,45.91,78.45
2020-04-24,66.3,53.7,69.23,75.52,47.73,64.03
2020-04-25,55.87,67.72,47.86,70.17,48.8,55.15
2020-04-26,55.98,58.9,41.97,47.79,71.86,44.12
2020-04-27,50.55,77.46,40.61,53.88,78.73,62.67
2020-04-28,69.57,62.57,54.81,77.31,65.77,49.14
2020-04-29,74.97,58.53,49.51,73.88,71.74,57.76
2020-04-30,66.31,57.54,67.46,71.25,62.39,78.0
2020-05-01,78.23,69.82,65.69,69.64,71.96,50.56
2020-05-02,47.86,68.37,49.74,63.71,79.66,50.86
2020-05-03,69.84,51.81,54.87,49.86,66.77,69.73
2020-05-04,72.61,63.06,64.32,54.36,42.22,48.01
2020-05-05,41.9,41.18,48.12,72.58,54.7,76.29
2020-05-06,48.64,54.46,78.35,78.24,42.37,60.45
2020-05-07,56.81,76.05,49.1,62.88,77.03,42.93
2020-05-08,50.4,52.0,45.08,72.08,70.81,60.85
2020-05-09,72.5,71.02,49.77,75.53,60.93,60.67
2020-05-10,75.8,41.67,43.14,47.96,50.58,77.06
2020-05-11,49.09,56.3,75.57,62.17,40.29,66.67
2020-05-12,62.92,60.92,61.98,56.73,78.45,42.09
2020-05-13,61.83,43.35,47.72,44.74,61.55,59.97
2020-05-14,54.07,66.17,47.08,66.72,74.81,48.72
2020-05-15,68.41,73.51,56.73,46.14,76.51,79.53
2020-05-16,64.8,40.76,72.61,55.12,40.51,42.19
2020-05-17,78.24,75.55,59.02,79.7,57.78,55.59
2020-05-18,62.26,40.45,75.88,63.98,47.4,66.53
2020-05-19,56.84,66.28,43.61,60.24,56.37,67.36
2020-05-20,46.58,77.45,49.13,47.69,69.57,78.84
2020-05-21,43.16,78.54,60.22,69.58,70.05,43.1
2020-05-22,75.62,45.64,77.18,52.91,67.33,46.7
2020-05-23,76.17,62.39,47.14,43.58,61.46,64.41
2020-05-24,77.6,73.32,58.98,58.72,42.59,48.57
2020-05-25,69.83,43.63,65.35,53.63,48.65,52.58
2020-05-26,73.92,57.8,68.01,50.59,66.49,44.98
2020-05-27,70.69,46.55,44.33,50.09,59.31,71.39
2020-05-28,56.48,58.3,68.2,49.64,74.26,75.06
2020-05-29,62.71,41.42,64.14,50.91,48.88,43.79
2020-05-30,58.2,41.39,54.26,40.23,49.49,68.75
2020-05-31,61.23,59.92,40.01,78.11,47.63,59.48
2020-06-01,47.52,60.57,53.72,62.75,48.06,68.03
2020-06-02,58.11,70.78,64.12,76.68,78.07,66.25
2020-06-03,73.83,70.97,41.15,67.75,52.36,49.21
2020-06-04,73.66,46.23,52.6,67.95,65.62,78.9
2020-06-05,70.61,64.3,76.97,53.15,75.65,62.52
2020-06-06,48.43,65.14,47.61,59.63,49.53,45.1
2020-06-07,58.94,48.09,72.72,63.03,79.3,53.27
2020-06-08,58.93,73.8,41.47,62.87,48.54,40.91
2020-06-09,45.59,47.22,51.94,65.82,73.47,72.25
2020-06-10,63.98,71.16,72.03,64.22,73.35,75.81
2020-06-11,68.74,72.77,63.42,42.89,51.46,68.23
2020-06-12,69.39,64.97,79.15,44.35,76.54,72.7
2020-06-13,60.21,61.2,44.32,64.24,55.76,51.17
2020-06-14,71.88,70.52,75.39,63.44,73.55,56.25
2020-06-15,42.31,51.77,55.05,53.57,50.8,40.91
2020-06-16,69.37,59.63,69.89,62.79,76.18,42.66
2020-06-17,48.62,75.06,58.27,63.02,54.33,67.9
2020-06-18,79.24,68.48,51.77,48.74,63.71,42.74
2020-06-19,64.34,55.48,75.15,45.72,58.26,40.69
2020-06-20,72.59,45.29,74.17,61.74,64.96,62.62
2020-06-21,53.19,61.17,69.12,63.24,62.86,60.18
2020-06-22,60.62,70.49,78.01,71.37,40.53,74.84
2020-06-23,44.98,54.07,50.06,42.74,50.76,41.96
2020-06-24,75.22,56.19,61.38,46.95,61.02,63.82
2020-06-25,53.08,74.32,44.55,74.92,76.71,44.06
2020-06-26,46.09,76.37,64.86,77.58,79.27,71.36
2020-06-27,44.0,56.55,47.34,50.61,42.83,52.12
2020-06-28,67.57,75.38,64.83,41.93,71.1,77.77
2020-06-29,53.81,61.16,57.94,75.04,44.44,79.52
2020-06-30,69.72,61.97,66.79,47.34,75.11,42.38
2020-07-01,59.33,41.04,51.75,55.57,49.85,54.15
2020-07-02,64.13,59.77,73.87,66.23,44.2,47.77
2020-07-03,45.28,73.59,64.01,76.89,65.89,78.48
2020-07-04,74.28,74.54,63.4,65.47,56.78,42.73
2020-07-05,79.33,68.99,69.82,63.02,74.74,58.63
2020-07-06,59.8,68.94,55.87,40.47,49.03,47.64
2020-07-07,68.62,43.17,49.11,45.76,76.39,79.14
2020-07-08,55.97,54.11,49.44,54.17,48.43,63.28
2020-07-09,46.07,73.62,79.2,60.51,68.64,55.49
2020-07-10,60.8,62.81,61.96,60.47,77.49,49.63
2020-07-11,41.16,69.88,65.96,52.26,40.56,67.56
2020-07-12,65.93,53.83,77.15,51.69,60.99,54.14
2020-07-13,59.89,45.49,45.77,51.66,57.73,52.03
2020-07-14,47.96,73.52,42.52,46.14,69.48,42.89
2020-07-15,67.7,63.37,58.95,57.68,64.24,76.31
2020-07-16,49.43,42.66,58.07,71.49,43.58,77.41
2020-07-17,40.4,65.83,53.83,75.58,57.26,72.26
2020-07-18,46.01,44.08,42.93,76.22,55.42,78.65
2020-07-19,43.22,42.94,70.45,59.16,52.5,55.88
2020-07-20,54.22,43.24,48.81,60.14,54.94,42.68
2020-07-21,43.08,77.06,50.99,47.34,51.97,54.39
2020-07-22,75.74,64.69,76.81,45.12,59.85,57.77
2020-07-23,78.69,67.09,67.01,68.38,73.76,46.78
2020-07-24,43.41,56.44,68.16,58.31,42.23,70.38
2020-07-25,77.99,67.64,67.01,68.78,47.31,64.44
2020-07-26,52.43,63.55,52.63,67.36,79.85,60.46
2020-07-27,49.59,69.71,50.43,49.69,43.42,66.81
2020-07-28,49.11,74.49,69.48,64.9,66.33,68.8
2020-07-29,78.72,74.72,54.19,69.13,78.72,42.53
2020-07-30,73.39,60.06,47.77,50.88,55.24,43.3
2020-07-31,61.88,58.79,53.24,57.06,77.54,45.11
2020-08-01,63.27,73.07,52.07,47.26,70.92,52.23
2020-08-02,74.33,61.41,78.34,69.09,75.02,53.47
2020-08-03,77.58,74.51,43.08,57.57,52.12,76.92
2020-08-04,53.94,48.2,46.15,78.73,47.34,57.95
2020-08-05,46.07,50.81,59.87,41.76,61.67,59.9
2020-08-06,73.88,68.76,52.58,42.88,55.41,47.33
2020-08-07,41.39,42.97,42.2,56.73,52.36,79.08
2020-08-08,53.06,77.34,41.51,46.25,77.18,64.9
2020-08-09,76.08,40.99,46.34,58.85,41.5,42.71
2020-08-10,57.57,51.49,63.72,73.67,79.59,40.58
2020-08-11,56.41,58.69,53.73,70.31,71.37,55.72
2020-08-12,78.94,44.98,62.45,63.66,61.93,44.54
2020-08-13,73.1,78.49,60.81,62.45,66.32,68.74
2020-08-14,48.14,70.04,54.51,43.76,77.7,59.88
2020-08-15,50.77,67.73,49.98,65.6,55.31,64.4
2020-08-16,44.02,78.58,43.34,47.84,55.2,79.42
2020-08-17,46.05,65.77,71.06,79.89,48.02,70.94
2020-08-18,72.55,43.73,72.89,44.6,50.29,51.93
2020-08-19,52.37,61.69,74.5,75.36,41.45,64.08
2020-08-20,64.74,69.32,51.87,73.12,47.07,57.7
2020-08-21,62.12,44.83,40.96,59.69,62.55,46.6
2020-08-22,57.72,59.57,79.69,48.79,70.81,67.67
2020-08-23,56.04,78.23,65.76,54.75,44.62,49.49
2020-08-24,41.5,71.32,48.1,67.97,49.26,62.99
2020-08-25,43.15,62.0,63.98,75.81,77.0,74.45
2020-08-26,48.67,44.93,59.71,55.2,46.8,75.04
2020-08-27,52.79,72.5,42.13,44.55,62.35,53.57
2020-08-28,61.77,52.51,41.47,49.69,62.74,77.95
2020-08-29,52.45,66.98,56.62,72.24,69.33,73.01
2020-08-30,70.93,76.55,57.18,55.06,72.37,42.89
2020-08-31,77.58,70.54,59.18,43.3,66.26,69.95
2020-09-01,76.05,61.99,47.33,72.66,45.74,76.4
2020-09-02,75.05,78.23,59.71,60.1,76.56,75.14
2020-09-03,72.75,76.76,59.53,51.4,43.85,67.05
2020-09-04,50.57,60.4,58.06,79.58,53.14,56.5
2020-09-05,46.52,76.87,71.95,59.71,45.87,60.4
2020-09-06,53.3,53.79,54.3,75.92,59.2,70.19
2020-09-07,68.82,56.81,42.6,75.31,73.75,66.0
2020-09-08,75.79,73.3,72.23,59.31,49.13,63.71
2020-09-09,75.34,42.91,42.62,49.43,62.11,60.92
2020-09-10,48.03,47.11,74.18,73.98,49.97,54.18
2020-09-11,75.13,55.92,68.09,74.98,66.34,59.01
2020-09-12,45.94,45.41,78.52,77.52,54.99,72.71
2020-09-13,50.96,78.18,74.74,41.16,77.45,57.03
2020-09-14,43.56,49.47,46.21,44.41,72.3,54.67
2020-09-15,68.06,57.35,45.82,50.27,73.69,50.83
2020-09-16,74.7,55.32,62.19,60.56,79.02,48.91
2020-09-17,41.49,71.04,70.34,51.08,51.45,53.14
2020-09-18,51.55,49.49,74.58,70.92,79.41,76.33
2020-09-19,64.37,40.66,76.79,63.61,59.3,53.41
2020-09-20,76.0,73.21,63.08,47.45,45.46,43.46
2020-09-21,60.76,69.66,50.33,47.88,54.08,69.09
2020-09-22,66.25,56.48,48.8,76.47,65.74,45.21
2020-09-23,77.97,44.8,43.0,59.71,59.88,40.61
2020-09-24,51.21,59.23,59.5,47.45,73.59,71.58
2020-09-25,59.01,61.74,50.98,78.87,73.7,42.81
2020-09-26,44.57,56.77,62.83,50.25,55.57,64.17
2020-09-27,65.8,70.68,75.01,51.15,49.16,75.07
2020-09-28,65.61,56.61,73.22,61.93,70.06,77.65
2020-09-29,61.92,54.95,59.15,69.79,46.85,62.46
2020-09-30,48.39,64.61,77.81,64.82,68.83,47.8
2020-10-01,60.62,54.04,42.34,43.03,45.85,79.04
2020-10-02,59.8,44.35,70.7,53.5,63.32,77.97
2020-10-03,44.36,64.6,79.97,72.53,63.31,73.35
2020-10-04,58.13,61.95,44.56,54.18,77.03,52.17
2020-10-05,43.49,54.94,67.95,42.6,46.97,44.4
2020-10-06,57.1,48.25,53.26,54.08,72.48,70.32
2020-10-07,63.69,53.89,57.55,40.63,54.19,57.28
2020-10-08,53.29,40.34,46.24,49.39,77.5,64.99
2020-10-09,61.88,57.28,79.97,45.64,75.37,74.68
2020-10-10,42.13,73.71,60.21,72.98,75.35,72.4
2020-10-11,49.92,77.25,72.24,71.17,61.94,52.71
2020-10-12,67.24,60.26,70.46,69.58,59.92,49.28
2020-10-13,66.14,70.28,47.09,77.2,70.94,73.63
2020-10-14,49.79,77.87,43.96,72.18,64.43,50.95
2020-10-15,48.77,55.1,67.53,43.5,43.92,55.29
2020-10-16,72.08,56.22,56.97,75.89,56.37,75.68
2020-10-17,74.42,74.32,77.84,40.02,79.95,68.88
2020-10-18,54.51,78.15,48.13,59.68,57.56,51.0
2020-10-19,70.14,78.06,60.69,54.39,57.63,72.99
2020-10-20,41.32,65.86,72.12,53.71,65.73,66.39
2020-10-21,62.12,43.2,57.77,69.75,71.59,72.66
2020-10-22,62.01,43.22,65.28,47.99,64.62,61.81
2020-10-23,62.32,49.54,70.24,55.06,63.28,67.71
2020-10-24,65.31,56.44,59.11,79.43,78.57,71.08
2020-10-25,67.99,51.94,43.54,40.36,79.98,75.76
2020-10-26,41.54,45.1,65.44,69.43,74.47,49.01
2020-10-27,47.67,72.1,49.8,44.03,64.03,65.99
2020-10-28,65.14,64.82,57.35,68.51,53.33,69.66
2020-10-29,79.82,69.38,66.71,51.43,46.63,67.83
2020-10-30,51.83,76.26,74.86,55.05,74.92,64.6
2020-10-31,41.56,61.4,70.33,62.56,48.31,44.21
2020-11-01,62.85,79.1,44.34,63.43,72.84,47.09
2020-11-02,46.85,79.62,61.28,66.12,77.06,61.29
2020-11-03,42.84,50.05,78.09,51.05,52.95,70.18
2020-11-04,40.55,78.29,50.5,41.64,47.4,51.97
2020-11-05,49.82,79.51,50.52,65.76,75.31,59.1
2020-11-06,48.84,47.56,44.89,63.08,46.25,64.86
2020-11-07,42.45,62.48,62.13,52.29,64.0,55.75
2020-11-08,70.95,57.6,65.71,63.35,77.44,51.05
2020-11-09,43.64,69.44,56.68,64.48,78.91,73.84
2020-11-10,78.4,62.9,75.89,48.52,49.95,66.87
2020-11-11,48.92,74.33,43.06,41.2,50.93,58.83
2020-11-12,75.92,49.69,71.94,45.99,64.91,67.05
2020-11-13,77.88,64.02,55.11,66.04,57.85,42.31
2020-11-14,73.79,70.03,66.17,56.26,59.99,70.1
2020-11-15,41.66,66.34,69.6,49.64,57.79,61.22
2020-11-16,49.28,61.31,61.45,51.36,48.03,76.78
2020-11-17,54.41,53.42,61.32,63.71,72.59,40.38
2020-11-18,43.13,52.09,75.52,51.02,41.21,47.66
2020-11-19,40.83,42.12,56.26,57.8,55.57,67.64
2020-11-20,57.17,53.45,66.68,68.64,74.22,67.19
2020-11-21,72.02,42.86,43.18,50.96,72.18,56.33
2020-11-22,51.45,52.76,53.92,47.09,65.04,68.52
2020-11-23,60.38,59.0,75.75,59.54,71.7,43.58
2020-11-24,66.59,55.61,51.85,46.94,48.71,59.31
2020-11-25,68.1,53.16,52.97,63.0,45.41,52.81
2020-11-26,73.16,42.93,43.77,42.55,71.13,55.17
2020-11-27,59.76,49.78,42.67,47.28,74.63,52.89
2020-11-28,75.16,40.28,52.74,41.1,64.83,40.72
2020-11-29,46.48,73.07,47.22,48.14,62.83,51.48
2020-11-30,50.29,64.77,49.33,59.26,74.17,55.29
2020-12-01,50.5,76.72,64.79,47.39,46.77,63.08
2020-12-02,52.28,69.49,46.05,42.37,67.88,60.2
2020-12-03,67.14,47.11,65.45,56.88,60.36,71.59
2020-12-04,56.87,73.95,70.28,70.17,47.94,78.97
2020-12-05,67.27,45.39,73.33,44.77,75.9,54.39
2020-12-06,47.01,52.9,44.0,66.3,40.14,53.88
2020-12-07,45.45,47.5,48.98,51.45,63.7,43.37
2020-12-08,62.61,63.82,64.44,64.1,44.88,76.81
2020-12-09,50.37,60.41,47.64,53.54,46.09,68.83
2020-12-10,78.43,68.52,55.54,48.68,42.64,49.97
2020-12-11,64.11,51.96,65.65,68.81,42.64,76.58
2020-12-12,63.85,47.55,62.73,71.62,40.83,45.33
2020-12-13,58.17,54.49,64.87,50.83,73.62,40.39
2020-12-14,71.54,47.23,42.31,66.36,75.35,77.76
2020-12-15,65.77,41.12,50.81,55.79,66.2,49.46
2020-12-16,43.97,64.39,48.4,55.75,70.12,60.55
2020-12-17,51.62,53.87,40.99,44.36,58.73,51.94
2020-12-18,77.67,70.21,70.3,72.7,53.74,76.16
2020-12-19,71.21,74.8,56.8,72.67,66.32,52.38
2020-12-20,43.86,74.77,74.68,73.3,72.52,67.37
2020-12-21,58.55,71.28,70.03,77.88,79.36,53.94
2020-12-22,58.78,75.05,54.02,66.62,57.37,50.77
2020-12-23,40.78,48.27,67.11,48.02,71.51,72.6
2020-12-24,72.62,76.0,59.14,76.43,67.74,49.5
2020-12-25,57.16,55.98,62.59,48.31,66.62,67.43
2020-12-26,60.01,53.41,65.22,47.37,66.57,53.42
2020-12-27,54.65,58.17,79.41,44.31,78.92,50.85
2020-12-28,66.88,59.26,65.66,78.77,58.94,73.91
2020-12-29,53.68,64.27,71.58,56.09,41.12,76.69
2020-12-30,73.05,75.03,76.26,69.77,74.57,47.71
2020-12-31,68.51,58.7,58.3,56.88,67.93,41.74
2021-01-01,66.89,76.19,78.67,41.57,47.59,60.55
2021-01-02,53.25,51.61,79.85,43.05,49.58,68.32
2021-01-03,71.64,56.94,46.97,56.61,76.0,64.32
2021-01-04,70.73,45.5,78.0,74.27,68.8,46.21
2021-01-05,66.62,55.52,69.75,44.98,73.63,61.32
2021-01-06,62.87,50.5,68.73,51.54,53.64,43.02
2021-01-07,42.1,43.94,52.57,61.63,45.17,78.52
2021-01-08,64.92,63.87,70.41,64.98,48.41,60.5
2021-01-09,69.0,74.38,56.99,79.3,52.47,51.57
2021-01-10,66.77,51.07,49.87,79.02,74.48,78.07
2021-01-11,41.99,41.43,48.6,41.94,73.06,52.22
2021-01-12,46.0,65.26,68.61,63.25,72.29,46.01
2021-01-13,69.18,60.53,52.39,49.12,79.4,69.62
2021-01-14,56.37,64.94,69.01,72.52,40.55,79.57
2021-01-15,44.29,52.36,58.41,48.1,79.18,55.66
2021-01-16,73.89,72.87,51.0,61.18,47.51,40.99
2021-01-17,40.61,72.52,65.64,48.95,52.76,52.27
2021-01-18,74.53,58.4,51.35,45.9,75.1,48.47
2021-01-19,65.86,47.52,75.24,64.78,51.7,46.87
2021-01-20,58.26,59.68,44.13,73.44,78.39,42.1
2021-01-21,55.63,54.29,71.68,79.9,74.33,65.11
2021-01-22,66.0,72.96,58.59,41.46,49.94,68.96
2021-01-23,70.39,47.57,51.88,46.31,50.45,43.58
2021-01-24,49.26,40.07,75.59,55.87,55.28,45.36
2021-01-25,58.99,72.36,56.49,45.59,40.04,45.47
2021-01-26,49.11,40.77,79.6,74.3,40.3,73.18
2021-01-27,63.13,79.44,47.68,73.4,62.71,68.97
2021-01-28,79.06,42.12,40.91,47.66,49.85,57.11
2021-01-29,78.28,59.36,65.53,71.51,62.87,68.9
2021-01-30,66.85,70.6,75.41,64.71,54.84,49.61
2021-01-31,49.65,59.48,59.83,54.79,66.55,40.42
2021-02-01,51.52,60.81,66.75,75.62,47.35,71.11
2021-02-02,70.73,53.82,61.61,50.72,58.86,64.89
2021-02-03,67.36,55.41,40.37,79.29,41.93,45.34
2021-02-04,66.99,56.27,60.82,75.98,57.47,69.81
2021-02-05,45.57,46.17,46.73,62.56,51.94,77.55
2021-02-06,72.54,60.65,56.24,43.27,67.3,43.41
2021-02-07,77.81,69.78,76.46,47.48,74.88,50.93
2021-02-08,56.09,71.75,75.25,75.05,59.72,54.38
2021-02-09,57.42,65.7,65.29,41.31,74.6,75.41
2021-02-10,65.39,69.34,42.9,61.75,68.4,75.43
2021-02-11,64.38,54.07,78.75,79.41,66.69,49.17
2021-02-12,47.0,46.63,72.89,58.62,45.83,74.4
2021-02-13,46.21,67.46,48.73,54.35,55.88,58.48
2021-02-14,73.18,41.08,44.0,79.68,71.71,48.33
2021-02-15,72.13,69.31,43.57,65.21,65.56,74.66
2021-02-16,79.72,46.33,76.57,69.74,55.64,76.83
2021-02-17,57.34,65.46,63.22,69.74,54.24,73.32
2021-02-18,50.47,46.28,43.53,51.31,41.51,72.18
2021-02-19,56.13,48.26,46.81,63.99,63.68,56.85
2021-02-20,72.13,68.81,53.67,52.7,64.06,50.96
2021-02-21,57.6,73.96,56.29,64.48,59.66,42.76
2021-02-22,78.84,56.01,61.14,62.96,77.62,64.13
2021-02-23,64.11,53.86,59.87,50.03,73.19,41.67
2021-02-24,56.45,78.76,77.36,53.48,57.17,75.58
2021-02-25,52.13,55.05,50.48,58.68,57.16,51.23
2021-02-26,47.24,48.3,68.91,42.67,76.83,77.53
2021-02-27,68.75,58.32,75.42,49.52,62.22,64.38
2021-02-28,65.0,65.88,59.96,70.17,64.12,56.27
2021-03-01,58.12,75.16,40.88,74.07,41.81,76.04
2021-03-02,49.28,64.44,47.76,70.44,49.22,43.77
2021-03-03,49.83,78.25,53.22,61.09,48.74,43.09
2021-03-04,45.0,45.32,61.73,57.02,57.46,62.82
2021-03-05,73.3,45.69,67.63,60.75,50.77,65.94
2021-03-06,71.7,45.04,60.67,58.52,71.77,51.18
2021-03-07,57.31,72.85,78.14,56.26,67.56,64.06
2021-03-08,45.92,45.96,53.08,78.28,53.07,72.65
2021-03-09,68.22,68.82,61.32,46.99,40.71,41.69
2021-03-10,75.13,70.84,41.05,65.85,47.86,55.31
2021-03-11,43.57,48.6,73.28,46.07,59.05,57.26
2021-03-12,71.86,72.22,42.96,54.72,75.43,46.35
2021-03-13,51.51,77.22,73.32,63.15,73.77,68.96
2021-03-14,45.72,52.8,78.8,56.31,71.22,41.1
2021-03-15,67.47,70.49,71.38,79.66,62.15,51.56
2021-03-16,44.16,78.78,56.82,67.87,71.29,67.62
2021-03-17,40.41,75.19,66.48,77.14,54.73,59.94
2021-03-18,76.53,60.75,50.07,63.17,76.54,55.72
2021-03-19,60.45,60.39,72.13,65.78,79.7,52.74
2021-03-20,41.79,42.99,52.88,54.7,57.43,40.67
2021-03-21,51.32,76.99,43.87,46.66,68.08,42.38
2021-03-22,40.56,54.39,60.16,77.48,69.7,47.82
2021-03-23,51.0,72.41,49.37,46.75,58.08,75.79
2021-03-24,76.69,56.26,40.27,50.98,42.83,67.15
2021-03-25,64.35,78.8,58.42,40.81,77.11,78.88
2021-03-26,63.72,43.16,77.52,63.36,52.57,59.73
2021-03-27,55.94,49.3,72.16,40.11,74.33,70.9
2021-03-28,44.95,43.63,78.16,65.35,53.91,74.09
2021-03-29,66.73,75.4,77.34,41.18,69.32,52.97
2021-03-30,71.82,62.95,65.58,55.09,60.12,66.51
2021-03-31,50.29,55.16,46.68,70.48,42.45,66.39
2021-04-01,49.18,76.4,46.61,66.19,72.35,41.51
2021-04-02,57.87,64.34,72.42,54.9,71.74,55.01
2021-04-03,75.97,64.25,72.48,56.81,50.18,71.03
2021-04-04,45.29,74.63,51.73,46.46,71.0,46.43
2021-04-05,56.62,48.89,58.58,48.62,79.87,78.99
2021-04-06,66.78,65.66,65.02,67.95,70.91,45.02
2021-04-07,49.11,71.03,74.35,50.35,72.43,52.56
2021-04-08,44.55,79.21,42.02,63.93,72.65,51.73
2021-04-09,74.54,40.97,49.48,60.71,44.9,78.79
2021-04-10,42.01,42.97,70.31,65.29,70.07,57.27
2021-04-11,66.58,40.43,74.69,65.8,40.88,48.17
2021-04-12,79.19,58.83,44.63,73.81,77.98,44.46
2021-04-13,57.14,72.22,56.41,57.87,75.38,58.42
2021-04-14,45.37,76.36,76.2,51.24,69.16,71.53
2021-04-15,61.39,57.3,72.69,46.21,68.41,78.24
2021-04-16,61.14,47.77,69.09,74.6,69.49,54.74
2021-04-17,75.32,52.05,47.4,68.28,49.71,55.35
2021-04-18,44.81,43.37,53.85,58.54,50.23,49.42
2021-04-19,43.85,74.92,41.14,43.31,56.22,60.38
2021-04-20,59.04,45.16,70.27,42.33,60.24,70.29
2021-04-21,78.68,59.24,76.02,64.01,45.25,66.08
2021-04-22,57.4,73.65,64.33,76.44,61.08,54.22
2021-04-23,72.27,49.3,79.14,62.51,55.38,60.78
2021-04-24,64.79,41.98,69.49,43.26,42.45,74.64
2021-04-25,79.93,59.34,71.58,43.7,63.08,71.21
2021-04-26,53.54,57.36,48.89,77.3,67.43,50.79
2021-04-27,48.69,70.3,62.85,49.87,40.46,42.1
2021-04-28,76.63,60.06,65.66,60.29,48.87,64.6
2021-04-29,48.67,58.99,76.77,56.18,40.72,52.3
2021-04-30,67.71,43.6,51.06,52.78,61.72,73.49
2021-05-01,43.43,46.97,75.64,42.21,76.19,78.11
2021-05-02,42.86,54.53,58.25,62.04,51.09,59.56
2021-05-03,48.09,56.23,78.7,44.88,75.61,70.61
2021-05-04,63.4,61.0,62.75,73.06,51.85,71.27
2021-05-05,65.21,41.25,58.96,67.09,42.02,59.71
2021-05-06,62.44,55.68,76.17,67.62,47.16,58.36
2021-05-07,62.29,41.41,72.58,74.21,51.94,41.47
2021-05-08,79.0,49.55,71.23,57.3,60.14,76.06
2021-05-09,40.09,56.79,77.19,40.43,70.34,69.34
2021-05-10,41.63,71.14,61.85,68.53,52.63,55.68
2021-05-11,59.97,45.06,45.44,45.61,77.41,76.54
2021-05-12,63.65,70.59,54.3,46.59,75.03,61.94
2021-05-13,45.5,79.15,72.13,65.47,44.73,66.6
2021-05-14,63.51,48.81,47.78,50.19,43.85,62.67
2021-05-15,50.96,44.52,65.46,57.07,53.43,74.86
2021-05-16,55.96,44.74,41.28,55.43,41.29,75.13
2021-05-17,46.33,59.72,54.25,47.2,73.92,72.56
2021-05-18,60.35,55.99,74.53,54.62,43.36,78.67
2021-05-19,52.12,75.64,74.91,69.84,48.05,64.09
2021-05-20,59.14,40.56,70.54,71.33,56.71,62.31
2021-05-21,43.28,62.18,42.45,41.28,64.0,54.03
2021-05-22,57.92,44.15,53.91,74.15,51.51,59.97
2021-05-23,69.82,78.82,60.14,72.12,48.89,52.99
2021-05-24,42.47,71.16,53.95,78.86,66.26,69.12
2021-05-25,56.07,58.01,54.79,55.42,43.29,53.01
2021-05-26,47.06,53.44,54.88,40.36,44.54,71.29
2021-05-27,49.45,59.8,78.23,52.07,57.33,51.07
2021-05-28,58.99,51.12,50.11,61.05,65.63,61.95
2021-05-29,46.37,68.52,74.58,49.96,66.98,41.91
2021-05-30,71.66,67.44,60.61,41.41,40.34,69.01
2021-05-31,77.44,64.02,75.38,71.95,45.62,58.61
2021-06-01,76.38,48.95,59.18,52.73,71.4,73.55
2021-06-02,64.07,71.22,71.48,75.94,70.46,65.31
2021-06-03,68.89,51.78,49.46,68.91,40.99,61.39
2021-06-04,79.12,41.1,62.68,50.37,71.88,67.61
2021-06-05,45.66,63.68,75.23,59.02,69.14,56.11
2021-06-06,42.28,66.18,51.39,47.24,44.51,75.01
2021-06-07,52.09,68.3,71.54,56.64,69.31,64.87
2021-06-08,58.37,66.79,78.2,72.34,46.07,45.85
2021-06-09,62.95,71.3,44.2,66.89,46.65,62.49
2021-06-10,58.32,66.77,75.02,75.88,51.73,49.65
2021-06-11,51.53,67.21,51.87,56.04,59.31,43.36
2021-06-12,52.52,73.47,66.75,44.92,77.25,71.14
2021-06-13,74.08,79.22,50.96,48.36,51.17,67.22
